subject,roi,hemi,n_voxels,r_w1_com_ind_face_first,r_w2_ind_face_noncom,r_b1_com_ind_face_noncom,r_b2_face_first_ind,decoding_index
20,MT,r,165,0.84592321551088,0.8538223213174483,0.8870622926412253,0.8063689803870384,0.0031571319000323
23,SI-STS,l,218,0.838709323333703,0.5917667899726413,0.7677468014601114,0.370714558111395,0.1460073768674189
23,TPJ,l,254,0.4328810732945646,0.2388312306595616,0.4637399312976374,0.2807118497481277,-0.0363697385458194
23,fSTS,l,23,0.8891033234555256,0.3450209681545635,0.5156051560388735,0.6180658974100186,0.0502266190805984
23,FFA,l,106,0.8995785147452161,0.8906907535299894,0.9054454942213104,0.8839239689275609,0.000449902563167
23,EBA,l,107,0.8657352928112529,0.5817704065541438,0.7474748439707057,0.718369547936837,-0.009169346271073
23,EVC,l,249,0.9416010850262077,0.9689140333515092,0.9591514702597488,0.9281591187899436,0.0116022646640121
23,MT,l,166,0.8455043557283731,0.9383427894887816,0.9670593143061524,0.8162318706425493,0.0002779801342265
23,SI-STS,r,181,0.7757048674718896,0.660860203018433,0.6865910535116866,0.4858855428099885,0.1320442370843237
23,TPJ,r,285,0.8404842688326956,0.8477113727046337,0.8534057727206905,0.7857478221193575,0.0245210233486407
23,fSTS,r,91,0.776882715371264,0.6957131792192184,0.9083060222414588,0.2946768707572719,0.1348065007958757
23,FFA,r,107,0.8871058677355563,0.9491414060780364,0.912330585529256,0.9282539031230246,-0.0021686074193438
23,EBA,r,137,0.8855030489552946,0.6562760919464374,0.7367595392106513,0.7712799074081368,0.0168698471414719
23,EVC,r,263,0.8925367721344686,0.8853337010943517,0.86720621351503,0.906629267953386,0.002017495880202
23,MT,r,165,0.8969426918377346,0.9329318317249304,0.9589420824022912,0.8466342278873915,0.0121491066364911
