subject,hemisphere,communicate_contrast,percent_threshold,n_communicate_voxels,n_pointlight_voxels,n_overlap_voxels,dice
14,left,com_ind-ind,0.6,2642,2288,1689,0.6851926977687627
14,left,com_ind-ind,0.7,3083,2288,1837,0.6840439396760379
14,left,com_ind-ind,0.8,3523,2288,1967,0.6769919118912407
14,left,com_ind-ind,0.9,3638,2288,2005,0.6766790415119811
14,left,com_ind-ind,1.0,3638,2288,2005,0.6766790415119811
14,right,com_ind-ind,0.05,196,196,34,0.173469387755102
14,right,com_ind-ind,0.1,393,393,144,0.366412213740458
14,right,com_ind-ind,0.2,786,786,369,0.4694656488549618
14,right,com_ind-ind,0.3,1179,1179,657,0.5572519083969466
14,right,com_ind-ind,0.4,1572,1572,942,0.5992366412213741
14,right,com_ind-ind,0.5,1964,1964,1272,0.6476578411405295
14,right,com_ind-ind,0.6,2357,2134,1553,0.6916054330883991
14,right,com_ind-ind,0.7,2424,2134,1582,0.6941641070645019
14,right,com_ind-ind,0.8,2424,2134,1582,0.6941641070645019
14,right,com_ind-ind,0.9,2424,2134,1582,0.6941641070645019
14,right,com_ind-ind,1.0,2424,2134,1582,0.6941641070645019
14,left,com_phy-phy,0.05,220,220,156,0.7090909090909091
14,left,com_phy-phy,0.1,440,440,279,0.634090909090909
14,left,com_phy-phy,0.2,881,881,456,0.5175936435868331
14,left,com_phy-phy,0.3,1321,1321,722,0.546555639666919
14,left,com_phy-phy,0.4,1762,1762,1013,0.5749148694665154
14,left,com_phy-phy,0.5,2202,2202,1362,0.6185286103542235
14,left,com_phy-phy,0.6,2642,2288,1609,0.652738336713996
14,left,com_phy-phy,0.7,3083,2288,1782,0.6635635822007075
14,left,com_phy-phy,0.8,3523,2288,1960,0.6745826880055068
14,left,com_phy-phy,0.9,3964,2288,2118,0.6775431861804223
14,left,com_phy-phy,1.0,4058,2288,2153,0.6785376615190671
14,right,com_phy-phy,0.05,196,196,73,0.3724489795918367
14,right,com_phy-phy,0.1,393,393,134,0.3409669211195928
14,right,com_phy-phy,0.2,786,786,258,0.3282442748091603
14,right,com_phy-phy,0.3,1179,1179,439,0.3723494486853265
14,right,com_phy-phy,0.4,1572,1572,666,0.4236641221374045
14,right,com_phy-phy,0.5,1964,1964,988,0.5030549898167006
14,right,com_phy-phy,0.6,2357,2134,1268,0.5646849254063683
14,right,com_phy-phy,0.7,2750,2134,1486,0.6085176085176085
14,right,com_phy-phy,0.8,3143,2134,1690,0.6405154443812773
14,right,com_phy-phy,0.9,3536,2134,1903,0.6712522045855379
14,right,com_phy-phy,1.0,3836,2134,2089,0.6998324958123953
14,left,face_first-face_noncom,0.05,220,220,0,0.0
14,left,face_first-face_noncom,0.1,440,440,22,0.05
14,left,face_first-face_noncom,0.2,881,881,166,0.188422247446084
14,left,face_first-face_noncom,0.3,1321,1321,414,0.3133989401968206
14,left,face_first-face_noncom,0.4,1762,1762,768,0.4358683314415437
14,left,face_first-face_noncom,0.5,2202,2202,1225,0.5563124432334242
14,left,face_first-face_noncom,0.6,2313,2288,1328,0.5772658117800478
14,left,face_first-face_noncom,0.7,2313,2288,1328,0.5772658117800478
14,left,face_first-face_noncom,0.8,2313,2288,1328,0.5772658117800478
14,left,face_first-face_noncom,0.9,2313,2288,1328,0.5772658117800478
14,left,face_first-face_noncom,1.0,2313,2288,1328,0.5772658117800478
14,right,face_first-face_noncom,0.05,196,196,61,0.3112244897959184
14,right,face_first-face_noncom,0.1,393,393,113,0.2875318066157761
14,right,face_first-face_noncom,0.2,786,786,263,0.3346055979643766
14,right,face_first-face_noncom,0.3,1179,1179,496,0.4206955046649703
14,right,face_first-face_noncom,0.4,1572,1572,834,0.5305343511450382
14,right,face_first-face_noncom,0.5,1964,1964,1208,0.615071283095723
14,right,face_first-face_noncom,0.6,2357,2134,1512,0.6733466933867736
14,right,face_first-face_noncom,0.7,2750,2134,1717,0.7031122031122031
14,right,face_first-face_noncom,0.8,3143,2134,1896,0.7185901080159182
14,right,face_first-face_noncom,0.9,3245,2134,1937,0.7202082171407325
14,right,face_first-face_noncom,1.0,3245,2134,1937,0.7202082171407325
14,left,face_third-face_noncom,0.05,220,220,0,0.0
14,left,face_third-face_noncom,0.1,440,440,28,0.0636363636363636
14,left,face_third-face_noncom,0.2,881,881,182,0.2065834279228149
14,left,face_third-face_noncom,0.3,1117,1321,353,0.2895816242821985
14,left,face_third-face_noncom,0.4,1117,1762,479,0.332754428621049
14,left,face_third-face_noncom,0.5,1117,2202,628,0.3784272371196143
14,left,face_third-face_noncom,0.6,1117,2288,654,0.3841409691629956
14,left,face_third-face_noncom,0.7,1117,2288,654,0.3841409691629956
14,left,face_third-face_noncom,0.8,1117,2288,654,0.3841409691629956
14,left,face_third-face_noncom,0.9,1117,2288,654,0.3841409691629956
14,left,face_third-face_noncom,1.0,1117,2288,654,0.3841409691629956
14,right,face_third-face_noncom,0.05,196,196,20,0.1020408163265306
14,right,face_third-face_noncom,0.1,393,393,65,0.1653944020356234
14,right,face_third-face_noncom,0.2,786,786,186,0.2366412213740458
14,right,face_third-face_noncom,0.3,1179,1179,368,0.3121289228159457
14,right,face_third-face_noncom,0.4,1515,1572,650,0.4211208292840946
14,right,face_third-face_noncom,0.5,1515,1964,780,0.4484047139982753
14,right,face_third-face_noncom,0.6,1515,2134,851,0.4664291586736092
14,right,face_third-face_noncom,0.7,1515,2134,851,0.4664291586736092
14,right,face_third-face_noncom,0.8,1515,2134,851,0.4664291586736092
14,right,face_third-face_noncom,0.9,1515,2134,851,0.4664291586736092
14,right,face_third-face_noncom,1.0,1515,2134,851,0.4664291586736092
15,left,com_ind-ind,0.05,220,220,5,0.0227272727272727
15,left,com_ind-ind,0.1,440,440,11,0.025
15,left,com_ind-ind,0.2,881,881,74,0.0839954597048808
15,left,com_ind-ind,0.3,1321,1321,249,0.1884935654806964
15,left,com_ind-ind,0.4,1567,1762,451,0.2709522379092821
15,left,com_ind-ind,0.5,1567,2202,582,0.3088352348102945
15,left,com_ind-ind,0.6,1567,2642,709,0.3368971252078878
15,left,com_ind-ind,0.7,1567,2935,808,0.3589515770768547
15,left,com_ind-ind,0.8,1567,2935,808,0.3589515770768547
15,left,com_ind-ind,0.9,1567,2935,808,0.3589515770768547
15,left,com_ind-ind,1.0,1567,2935,808,0.3589515770768547
15,right,com_ind-ind,0.05,196,196,29,0.1479591836734693
15,right,com_ind-ind,0.1,393,393,110,0.2798982188295165
15,right,com_ind-ind,0.2,786,786,277,0.3524173027989822
15,right,com_ind-ind,0.3,1179,1179,468,0.3969465648854962
15,right,com_ind-ind,0.4,1572,1572,728,0.4631043256997455
15,right,com_ind-ind,0.5,1964,1964,1068,0.5437881873727087
15,right,com_ind-ind,0.6,2002,2357,1261,0.5785730672172517
15,right,com_ind-ind,0.7,2002,2750,1438,0.6052188552188552
15,right,com_ind-ind,0.8,2002,3143,1631,0.6340136054421769
15,right,com_ind-ind,0.9,2002,3536,1831,0.6612495485734923
15,right,com_ind-ind,1.0,2002,3615,1863,0.6633434217553854
15,left,com_phy-phy,0.05,220,220,23,0.1045454545454545
15,left,com_phy-phy,0.1,440,440,115,0.2613636363636363
15,left,com_phy-phy,0.2,881,881,334,0.3791146424517593
15,left,com_phy-phy,0.3,1321,1321,563,0.4261922785768357
15,left,com_phy-phy,0.4,1762,1762,898,0.5096481271282634
15,left,com_phy-phy,0.5,2202,2202,1347,0.611716621253406
15,left,com_phy-phy,0.6,2642,2642,1889,0.714988644965935
15,left,com_phy-phy,0.7,2970,2935,2272,0.7695173581710415
15,left,com_phy-phy,0.8,2970,2935,2272,0.7695173581710415
15,left,com_phy-phy,0.9,2970,2935,2272,0.7695173581710415
15,left,com_phy-phy,1.0,2970,2935,2272,0.7695173581710415
15,right,com_phy-phy,0.05,196,196,23,0.1173469387755102
15,right,com_phy-phy,0.1,393,393,76,0.193384223918575
15,right,com_phy-phy,0.2,786,786,264,0.3358778625954198
15,right,com_phy-phy,0.3,1179,1179,514,0.4359626802374894
15,right,com_phy-phy,0.4,1572,1572,789,0.5019083969465649
15,right,com_phy-phy,0.5,1964,1964,1131,0.5758655804480651
15,right,com_phy-phy,0.6,2357,2357,1544,0.6550700042426814
15,right,com_phy-phy,0.7,2750,2750,2054,0.7469090909090909
15,right,com_phy-phy,0.8,3143,3143,2636,0.8386891504931594
15,right,com_phy-phy,0.9,3153,3536,2918,0.8724772013753924
15,right,com_phy-phy,1.0,3153,3615,2965,0.8761820330969267
15,left,face_first-face_noncom,0.05,220,220,1,0.0045454545454545
15,left,face_first-face_noncom,0.1,440,440,16,0.0363636363636363
15,left,face_first-face_noncom,0.2,881,881,130,0.1475595913734392
15,left,face_first-face_noncom,0.3,1321,1321,375,0.2838758516275549
15,left,face_first-face_noncom,0.4,1762,1762,724,0.4108967082860386
15,left,face_first-face_noncom,0.5,2102,2202,1109,0.5153345724907064
15,left,face_first-face_noncom,0.6,2102,2642,1359,0.5729342327150084
15,left,face_first-face_noncom,0.7,2102,2935,1513,0.600754417311892
15,left,face_first-face_noncom,0.8,2102,2935,1513,0.600754417311892
15,left,face_first-face_noncom,0.9,2102,2935,1513,0.600754417311892
15,left,face_first-face_noncom,1.0,2102,2935,1513,0.600754417311892
15,right,face_first-face_noncom,0.05,196,196,11,0.0561224489795918
15,right,face_first-face_noncom,0.1,393,393,39,0.099236641221374
15,right,face_first-face_noncom,0.2,786,786,164,0.2086513994910941
15,right,face_first-face_noncom,0.3,1179,1179,355,0.3011026293469042
15,right,face_first-face_noncom,0.4,1572,1572,598,0.3804071246819338
15,right,face_first-face_noncom,0.5,1780,1964,834,0.4455128205128205
15,right,face_first-face_noncom,0.6,1780,2357,1014,0.4902102973168963
15,right,face_first-face_noncom,0.7,1780,2750,1175,0.5187637969094923
15,right,face_first-face_noncom,0.8,1780,3143,1362,0.5533211456429007
15,right,face_first-face_noncom,0.9,1780,3536,1568,0.5899172310007524
15,right,face_first-face_noncom,1.0,1780,3615,1609,0.5964782205746061
15,left,face_third-face_noncom,0.05,220,220,13,0.059090909090909
15,left,face_third-face_noncom,0.1,440,440,65,0.1477272727272727
15,left,face_third-face_noncom,0.2,881,881,283,0.3212258796821793
15,left,face_third-face_noncom,0.3,1321,1321,563,0.4261922785768357
15,left,face_third-face_noncom,0.4,1762,1762,913,0.518161180476731
15,left,face_third-face_noncom,0.5,1994,2202,1211,0.5772163965681602
15,left,face_third-face_noncom,0.6,1994,2642,1399,0.6035375323554789
15,left,face_third-face_noncom,0.7,1994,2935,1490,0.6045851085412862
15,left,face_third-face_noncom,0.8,1994,2935,1490,0.6045851085412862
15,left,face_third-face_noncom,0.9,1994,2935,1490,0.6045851085412862
15,left,face_third-face_noncom,1.0,1994,2935,1490,0.6045851085412862
15,right,face_third-face_noncom,0.05,196,196,9,0.0459183673469387
15,right,face_third-face_noncom,0.1,393,393,55,0.1399491094147582
15,right,face_third-face_noncom,0.2,786,786,232,0.2951653944020356
15,right,face_third-face_noncom,0.3,1179,1179,472,0.4003392705682782
15,right,face_third-face_noncom,0.4,1572,1572,754,0.4796437659033079
15,right,face_third-face_noncom,0.5,1964,1964,1066,0.5427698574338086
15,right,face_third-face_noncom,0.6,2357,2357,1475,0.6257955027577429
15,right,face_third-face_noncom,0.7,2436,2750,1754,0.6764365599691478
15,right,face_third-face_noncom,0.8,2436,3143,1980,0.7098046244846746
15,right,face_third-face_noncom,0.9,2436,3536,2213,0.7411252511721367
15,right,face_third-face_noncom,1.0,2436,3615,2258,0.7463229218311023
16,left,com_ind-ind,0.05,220,220,10,0.0454545454545454
16,left,com_ind-ind,0.1,440,440,81,0.184090909090909
16,left,com_ind-ind,0.2,881,881,304,0.3450624290578887
16,left,com_ind-ind,0.3,1321,1201,508,0.4028548770816812
16,left,com_ind-ind,0.4,1501,1201,551,0.4078460399703923
16,left,com_ind-ind,0.5,1501,1201,551,0.4078460399703923
16,left,com_ind-ind,0.6,1501,1201,551,0.4078460399703923
16,left,com_ind-ind,0.7,1501,1201,551,0.4078460399703923
16,left,com_ind-ind,0.8,1501,1201,551,0.4078460399703923
16,left,com_ind-ind,0.9,1501,1201,551,0.4078460399703923
16,left,com_ind-ind,1.0,1501,1201,551,0.4078460399703923
16,right,com_ind-ind,0.05,196,196,88,0.4489795918367347
16,right,com_ind-ind,0.1,393,393,168,0.4274809160305343
16,right,com_ind-ind,0.2,786,786,343,0.4363867684478371
16,right,com_ind-ind,0.3,1179,1179,558,0.4732824427480916
16,right,com_ind-ind,0.4,1242,1572,717,0.509594882729211
16,right,com_ind-ind,0.5,1242,1761,780,0.5194805194805194
16,right,com_ind-ind,0.6,1242,1761,780,0.5194805194805194
16,right,com_ind-ind,0.7,1242,1761,780,0.5194805194805194
16,right,com_ind-ind,0.8,1242,1761,780,0.5194805194805194
16,right,com_ind-ind,0.9,1242,1761,780,0.5194805194805194
16,right,com_ind-ind,1.0,1242,1761,780,0.5194805194805194
16,left,com_phy-phy,0.05,220,220,25,0.1136363636363636
16,left,com_phy-phy,0.1,440,440,66,0.15
16,left,com_phy-phy,0.2,881,881,214,0.2429057888762769
16,left,com_phy-phy,0.3,1321,1201,374,0.2965900079302141
16,left,com_phy-phy,0.4,1762,1201,463,0.3125210934863314
16,left,com_phy-phy,0.5,2202,1201,557,0.3273582133411695
16,left,com_phy-phy,0.6,2642,1201,658,0.3424408014571949
16,left,com_phy-phy,0.7,3083,1201,764,0.3566760037348273
16,left,com_phy-phy,0.8,3188,1201,793,0.3613579403053087
16,left,com_phy-phy,0.9,3188,1201,793,0.3613579403053087
16,left,com_phy-phy,1.0,3188,1201,793,0.3613579403053087
16,right,com_phy-phy,0.05,196,196,92,0.4693877551020408
16,right,com_phy-phy,0.1,393,393,228,0.5801526717557252
16,right,com_phy-phy,0.2,786,786,459,0.583969465648855
16,right,com_phy-phy,0.3,1179,1179,697,0.5911789652247668
16,right,com_phy-phy,0.4,1572,1572,903,0.5744274809160306
16,right,com_phy-phy,0.5,1964,1761,1114,0.5981208053691275
16,right,com_phy-phy,0.6,2357,1761,1241,0.6027197668771248
16,right,com_phy-phy,0.7,2750,1761,1336,0.5923298603413877
16,right,com_phy-phy,0.8,3143,1761,1449,0.5909461663947798
16,right,com_phy-phy,0.9,3175,1761,1457,0.5903565640194489
16,right,com_phy-phy,1.0,3175,1761,1457,0.5903565640194489
16,left,face_first-face_noncom,0.05,220,220,6,0.0272727272727272
16,left,face_first-face_noncom,0.1,440,440,15,0.034090909090909
16,left,face_first-face_noncom,0.2,881,881,65,0.0737797956867196
16,left,face_first-face_noncom,0.3,1321,1201,167,0.1324345757335448
16,left,face_first-face_noncom,0.4,1762,1201,259,0.174822814714816
16,left,face_first-face_noncom,0.5,2202,1201,380,0.2233323538054657
16,left,face_first-face_noncom,0.6,2642,1201,532,0.2768670309653916
16,left,face_first-face_noncom,0.7,3020,1201,672,0.3184079601990049
16,left,face_first-face_noncom,0.8,3020,1201,672,0.3184079601990049
16,left,face_first-face_noncom,0.9,3020,1201,672,0.3184079601990049
16,left,face_first-face_noncom,1.0,3020,1201,672,0.3184079601990049
16,right,face_first-face_noncom,0.05,196,196,26,0.1326530612244898
16,right,face_first-face_noncom,0.1,393,393,90,0.2290076335877862
16,right,face_first-face_noncom,0.2,786,786,307,0.3905852417302799
16,right,face_first-face_noncom,0.3,1179,1179,552,0.4681933842239186
16,right,face_first-face_noncom,0.4,1572,1572,845,0.537531806615776
16,right,face_first-face_noncom,0.5,1964,1761,1103,0.5922147651006712
16,right,face_first-face_noncom,0.6,2357,1761,1264,0.6138902379796017
16,right,face_first-face_noncom,0.7,2750,1761,1393,0.6176014187541565
16,right,face_first-face_noncom,0.8,3029,1761,1494,0.6237995824634656
16,right,face_first-face_noncom,0.9,3029,1761,1494,0.6237995824634656
16,right,face_first-face_noncom,1.0,3029,1761,1494,0.6237995824634656
16,left,face_third-face_noncom,0.05,220,220,21,0.0954545454545454
16,left,face_third-face_noncom,0.1,440,440,62,0.1409090909090909
16,left,face_third-face_noncom,0.2,881,881,223,0.2531214528944381
16,left,face_third-face_noncom,0.3,1321,1201,423,0.3354480570975416
16,left,face_third-face_noncom,0.4,1762,1201,558,0.3766452919338508
16,left,face_third-face_noncom,0.5,2202,1201,680,0.3996473699676756
16,left,face_third-face_noncom,0.6,2642,1201,784,0.4080145719489982
16,left,face_third-face_noncom,0.7,3083,1201,908,0.4239028944911298
16,left,face_third-face_noncom,0.8,3523,1201,1012,0.4284504657070279
16,left,face_third-face_noncom,0.9,3571,1201,1028,0.4308466051969824
16,left,face_third-face_noncom,1.0,3571,1201,1028,0.4308466051969824
16,right,face_third-face_noncom,0.05,196,196,26,0.1326530612244898
16,right,face_third-face_noncom,0.1,393,393,85,0.2162849872773536
16,right,face_third-face_noncom,0.2,786,786,273,0.3473282442748092
16,right,face_third-face_noncom,0.3,1179,1179,505,0.4283290924512298
16,right,face_third-face_noncom,0.4,1572,1572,786,0.5
16,right,face_third-face_noncom,0.5,1964,1761,1012,0.5433557046979866
16,right,face_third-face_noncom,0.6,2357,1761,1189,0.5774647887323944
16,right,face_third-face_noncom,0.7,2750,1761,1329,0.5892263356240302
16,right,face_third-face_noncom,0.8,3143,1761,1474,0.6011419249592169
16,right,face_third-face_noncom,0.9,3536,1761,1605,0.6060033981498961
16,right,face_third-face_noncom,1.0,3659,1761,1655,0.6107011070110702
18,left,com_ind-ind,0.05,220,220,1,0.0045454545454545
18,left,com_ind-ind,0.1,440,440,28,0.0636363636363636
18,left,com_ind-ind,0.2,881,881,202,0.2292849035187287
18,left,com_ind-ind,0.3,1321,1321,464,0.3512490537471612
18,left,com_ind-ind,0.4,1762,1762,790,0.4483541430192962
18,left,com_ind-ind,0.5,2202,2202,1222,0.5549500454132607
18,left,com_ind-ind,0.6,2642,2642,1701,0.6438304314912945
18,left,com_ind-ind,0.7,3083,3083,2262,0.7337009406422316
18,left,com_ind-ind,0.8,3523,3523,2897,0.8223105307976156
18,left,com_ind-ind,0.9,3769,3904,3395,0.8849211520917503
18,left,com_ind-ind,1.0,3769,3904,3395,0.8849211520917503
18,right,com_ind-ind,0.05,196,196,73,0.3724489795918367
18,right,com_ind-ind,0.1,393,393,169,0.4300254452926209
18,right,com_ind-ind,0.2,786,786,320,0.4071246819338422
18,right,com_ind-ind,0.3,1179,1179,493,0.4181509754028838
18,right,com_ind-ind,0.4,1572,1572,729,0.4637404580152672
18,right,com_ind-ind,0.5,1964,1964,1066,0.5427698574338086
18,right,com_ind-ind,0.6,2357,2357,1488,0.6313109885447603
18,right,com_ind-ind,0.7,2750,2750,1957,0.7116363636363636
18,right,com_ind-ind,0.8,3143,3143,2514,0.7998727330575883
18,right,com_ind-ind,0.9,3363,3536,3014,0.8737498188143209
18,right,com_ind-ind,1.0,3363,3644,3104,0.8859711716854574
18,left,com_phy-phy,0.05,220,220,40,0.1818181818181818
18,left,com_phy-phy,0.1,440,440,119,0.2704545454545454
18,left,com_phy-phy,0.2,881,881,432,0.4903518728717366
18,left,com_phy-phy,0.3,1321,1321,788,0.5965177895533686
18,left,com_phy-phy,0.4,1762,1762,1164,0.6606129398410897
18,left,com_phy-phy,0.5,2202,2202,1557,0.7070844686648501
18,left,com_phy-phy,0.6,2642,2642,1990,0.753217259651779
18,left,com_phy-phy,0.7,3083,3083,2440,0.7914369120986052
18,left,com_phy-phy,0.8,3167,3523,2744,0.8203288490284006
18,left,com_phy-phy,0.9,3167,3904,2957,0.8363739216518172
18,left,com_phy-phy,1.0,3167,3904,2957,0.8363739216518172
18,right,com_phy-phy,0.05,196,196,74,0.3775510204081632
18,right,com_phy-phy,0.1,393,393,178,0.4529262086513995
18,right,com_phy-phy,0.2,786,786,369,0.4694656488549618
18,right,com_phy-phy,0.3,1179,1179,585,0.4961832061068702
18,right,com_phy-phy,0.4,1572,1572,918,0.583969465648855
18,right,com_phy-phy,0.5,1964,1964,1300,0.6619144602851323
18,right,com_phy-phy,0.6,2138,2357,1618,0.7199110122358175
18,right,com_phy-phy,0.7,2138,2750,1789,0.7319967266775778
18,right,com_phy-phy,0.8,2138,3143,1918,0.7263775800037872
18,right,com_phy-phy,0.9,2138,3536,2038,0.7183644695100458
18,right,com_phy-phy,1.0,2138,3644,2064,0.7139398132134209
18,left,face_first-face_noncom,0.05,220,220,2,0.009090909090909
18,left,face_first-face_noncom,0.1,440,440,37,0.084090909090909
18,left,face_first-face_noncom,0.2,881,881,208,0.2360953461975028
18,left,face_first-face_noncom,0.3,1321,1321,448,0.3391370174110522
18,left,face_first-face_noncom,0.4,1554,1762,664,0.4004825090470446
18,left,face_first-face_noncom,0.5,1554,2202,832,0.443024494142705
18,left,face_first-face_noncom,0.6,1554,2642,994,0.4737845567206863
18,left,face_first-face_noncom,0.7,1554,3083,1129,0.4869527711882683
18,left,face_first-face_noncom,0.8,1554,3523,1270,0.5002954500689384
18,left,face_first-face_noncom,0.9,1554,3904,1393,0.5104433858556248
18,left,face_first-face_noncom,1.0,1554,3904,1393,0.5104433858556248
18,right,face_first-face_noncom,0.05,196,196,67,0.3418367346938775
18,right,face_first-face_noncom,0.1,393,393,156,0.3969465648854962
18,right,face_first-face_noncom,0.2,786,786,367,0.4669211195928753
18,right,face_first-face_noncom,0.3,1179,1179,586,0.4970313825275657
18,right,face_first-face_noncom,0.4,1572,1572,870,0.5534351145038168
18,right,face_first-face_noncom,0.5,1964,1964,1219,0.6206720977596741
18,right,face_first-face_noncom,0.6,2357,2357,1658,0.7034365719134493
18,right,face_first-face_noncom,0.7,2641,2750,2064,0.7657206455203116
18,right,face_first-face_noncom,0.8,2641,3143,2265,0.783195020746888
18,right,face_first-face_noncom,0.9,2641,3536,2449,0.7929415573903189
18,right,face_first-face_noncom,1.0,2641,3644,2502,0.7961813842482101
18,left,face_third-face_noncom,0.05,220,220,6,0.0272727272727272
18,left,face_third-face_noncom,0.1,440,440,67,0.1522727272727272
18,left,face_third-face_noncom,0.2,881,881,312,0.3541430192962542
18,left,face_third-face_noncom,0.3,1321,1321,627,0.4746404239212717
18,left,face_third-face_noncom,0.4,1762,1762,1014,0.5754824063564131
18,left,face_third-face_noncom,0.5,2202,2202,1429,0.6489554950045413
18,left,face_third-face_noncom,0.6,2323,2642,1688,0.6799597180261833
18,left,face_third-face_noncom,0.7,2323,3083,1863,0.6892341842397336
18,left,face_third-face_noncom,0.8,2323,3523,2022,0.6917550461854259
18,left,face_third-face_noncom,0.9,2323,3904,2163,0.6947165569295005
18,left,face_third-face_noncom,1.0,2323,3904,2163,0.6947165569295005
18,right,face_third-face_noncom,0.05,196,196,86,0.4387755102040816
18,right,face_third-face_noncom,0.1,393,393,203,0.5165394402035624
18,right,face_third-face_noncom,0.2,786,786,417,0.5305343511450382
18,right,face_third-face_noncom,0.3,1179,1179,670,0.5682782018659881
18,right,face_third-face_noncom,0.4,1572,1572,986,0.6272264631043257
18,right,face_third-face_noncom,0.5,1964,1964,1331,0.6776985743380856
18,right,face_third-face_noncom,0.6,2357,2357,1752,0.7433177768349597
18,right,face_third-face_noncom,0.7,2750,2750,2196,0.7985454545454546
18,right,face_third-face_noncom,0.8,3017,3143,2576,0.8363636363636363
18,right,face_third-face_noncom,0.9,3017,3536,2800,0.8545704257591943
18,right,face_third-face_noncom,1.0,3017,3644,2863,0.8596306860831707
19,left,com_ind-ind,0.05,220,220,63,0.2863636363636364
19,left,com_ind-ind,0.1,440,440,113,0.2568181818181818
19,left,com_ind-ind,0.2,881,881,227,0.2576617480136209
19,left,com_ind-ind,0.3,1321,1321,430,0.3255109765329296
19,left,com_ind-ind,0.4,1762,1762,789,0.4477866061293984
19,left,com_ind-ind,0.5,2013,1965,1040,0.5228758169934641
19,left,com_ind-ind,0.6,2013,1965,1040,0.5228758169934641
19,left,com_ind-ind,0.7,2013,1965,1040,0.5228758169934641
19,left,com_ind-ind,0.8,2013,1965,1040,0.5228758169934641
19,left,com_ind-ind,0.9,2013,1965,1040,0.5228758169934641
19,left,com_ind-ind,1.0,2013,1965,1040,0.5228758169934641
19,right,com_ind-ind,0.05,196,196,54,0.2755102040816326
19,right,com_ind-ind,0.1,393,393,176,0.4478371501272264
19,right,com_ind-ind,0.2,786,786,483,0.6145038167938931
19,right,com_ind-ind,0.3,1179,1179,828,0.7022900763358778
19,right,com_ind-ind,0.4,1572,1572,1139,0.7245547073791349
19,right,com_ind-ind,0.5,1964,1964,1473,0.75
19,right,com_ind-ind,0.6,2040,2357,1690,0.7687059358653627
19,right,com_ind-ind,0.7,2040,2619,1790,0.7684052371753595
19,right,com_ind-ind,0.8,2040,2619,1790,0.7684052371753595
19,right,com_ind-ind,0.9,2040,2619,1790,0.7684052371753595
19,right,com_ind-ind,1.0,2040,2619,1790,0.7684052371753595
19,left,com_phy-phy,0.05,220,220,120,0.5454545454545454
19,left,com_phy-phy,0.1,440,440,191,0.4340909090909091
19,left,com_phy-phy,0.2,881,881,365,0.4143019296254256
19,left,com_phy-phy,0.3,1321,1321,635,0.4806964420893262
19,left,com_phy-phy,0.4,1762,1762,937,0.5317820658342792
19,left,com_phy-phy,0.5,2202,1965,1167,0.5601151907847373
19,left,com_phy-phy,0.6,2313,1965,1209,0.5652173913043478
19,left,com_phy-phy,0.7,2313,1965,1209,0.5652173913043478
19,left,com_phy-phy,0.8,2313,1965,1209,0.5652173913043478
19,left,com_phy-phy,0.9,2313,1965,1209,0.5652173913043478
19,left,com_phy-phy,1.0,2313,1965,1209,0.5652173913043478
19,right,com_phy-phy,0.05,196,196,46,0.2346938775510204
19,right,com_phy-phy,0.1,393,393,149,0.3791348600508906
19,right,com_phy-phy,0.2,786,786,393,0.5
19,right,com_phy-phy,0.3,1179,1179,671,0.5691263782866837
19,right,com_phy-phy,0.4,1572,1572,976,0.6208651399491094
19,right,com_phy-phy,0.5,1964,1964,1351,0.6878818737270875
19,right,com_phy-phy,0.6,2357,2357,1796,0.7619855748833263
19,right,com_phy-phy,0.7,2750,2619,2174,0.8098342335630471
19,right,com_phy-phy,0.8,2912,2619,2246,0.812149701681432
19,right,com_phy-phy,0.9,2912,2619,2246,0.812149701681432
19,right,com_phy-phy,1.0,2912,2619,2246,0.812149701681432
19,left,face_first-face_noncom,0.05,220,220,39,0.1772727272727272
19,left,face_first-face_noncom,0.1,440,440,132,0.3
19,left,face_first-face_noncom,0.2,881,881,412,0.4676503972758229
19,left,face_first-face_noncom,0.3,1321,1321,746,0.5647236941710825
19,left,face_first-face_noncom,0.4,1762,1762,1065,0.6044267877412032
19,left,face_first-face_noncom,0.5,2202,1965,1343,0.6445884329253659
19,left,face_first-face_noncom,0.6,2281,1965,1375,0.6476683937823834
19,left,face_first-face_noncom,0.7,2281,1965,1375,0.6476683937823834
19,left,face_first-face_noncom,0.8,2281,1965,1375,0.6476683937823834
19,left,face_first-face_noncom,0.9,2281,1965,1375,0.6476683937823834
19,left,face_first-face_noncom,1.0,2281,1965,1375,0.6476683937823834
19,right,face_first-face_noncom,0.05,196,196,29,0.1479591836734693
19,right,face_first-face_noncom,0.1,393,393,122,0.3104325699745547
19,right,face_first-face_noncom,0.2,786,786,351,0.4465648854961832
19,right,face_first-face_noncom,0.3,1179,1179,608,0.5156912637828668
19,right,face_first-face_noncom,0.4,1572,1572,893,0.5680661577608143
19,right,face_first-face_noncom,0.5,1964,1964,1199,0.610488798370672
19,right,face_first-face_noncom,0.6,2357,2357,1583,0.6716164616037336
19,right,face_first-face_noncom,0.7,2750,2619,1926,0.7174520394859378
19,right,face_first-face_noncom,0.8,3143,2619,2148,0.7455744533148212
19,right,face_first-face_noncom,0.9,3341,2619,2260,0.7583892617449665
19,right,face_first-face_noncom,1.0,3341,2619,2260,0.7583892617449665
19,left,face_third-face_noncom,0.05,220,220,15,0.0681818181818181
19,left,face_third-face_noncom,0.1,440,440,80,0.1818181818181818
