subject,hemisphere,communicate_contrast,percent_threshold,n_communicate_voxels,n_pointlight_voxels,n_overlap_voxels,dice
19,left,face_third-face_noncom,0.2,881,881,331,0.3757094211123723
19,left,face_third-face_noncom,0.3,1321,1321,648,0.4905374716124148
19,left,face_third-face_noncom,0.4,1762,1762,1008,0.5720771850170261
19,left,face_third-face_noncom,0.5,2202,1965,1288,0.6181905447564194
19,left,face_third-face_noncom,0.6,2642,1965,1447,0.6281745170392881
19,left,face_third-face_noncom,0.7,3083,1965,1594,0.6315372424722663
19,left,face_third-face_noncom,0.8,3523,1965,1748,0.6370262390670554
19,left,face_third-face_noncom,0.9,3791,1965,1814,0.6302988186240445
19,left,face_third-face_noncom,1.0,3791,1965,1814,0.6302988186240445
19,right,face_third-face_noncom,0.05,196,196,18,0.0918367346938775
19,right,face_third-face_noncom,0.1,393,393,100,0.2544529262086514
19,right,face_third-face_noncom,0.2,786,786,301,0.3829516539440203
19,right,face_third-face_noncom,0.3,1179,1179,556,0.4715860899067006
19,right,face_third-face_noncom,0.4,1572,1572,840,0.5343511450381679
19,right,face_third-face_noncom,0.5,1964,1964,1204,0.6130346232179226
19,right,face_third-face_noncom,0.6,2357,2357,1633,0.6928298684768774
19,right,face_third-face_noncom,0.7,2750,2619,2045,0.7617805922890669
19,right,face_third-face_noncom,0.8,3143,2619,2281,0.7917389795209997
19,right,face_third-face_noncom,0.9,3536,2619,2486,0.8077985377741673
19,right,face_third-face_noncom,1.0,3667,2619,2550,0.811326757874642
20,left,com_ind-ind,0.05,220,220,110,0.5
20,left,com_ind-ind,0.1,440,440,162,0.3681818181818181
20,left,com_ind-ind,0.2,881,881,323,0.3666288308740068
20,left,com_ind-ind,0.3,1321,1321,547,0.4140802422407267
20,left,com_ind-ind,0.4,1762,1762,871,0.4943246311010215
20,left,com_ind-ind,0.5,2202,2202,1261,0.572661217075386
20,left,com_ind-ind,0.6,2642,2642,1733,0.6559424678274035
20,left,com_ind-ind,0.7,3083,2892,2146,0.7183263598326359
20,left,com_ind-ind,0.8,3523,2892,2402,0.7488698363211224
20,left,com_ind-ind,0.9,3551,2892,2418,0.750582027006053
20,left,com_ind-ind,1.0,3551,2892,2418,0.750582027006053
20,right,com_ind-ind,0.05,196,196,4,0.0204081632653061
20,right,com_ind-ind,0.1,393,393,33,0.0839694656488549
20,right,com_ind-ind,0.2,786,786,223,0.2837150127226463
20,right,com_ind-ind,0.3,1179,1179,432,0.366412213740458
20,right,com_ind-ind,0.4,1572,1572,661,0.4204834605597964
20,right,com_ind-ind,0.5,1964,1964,965,0.4913441955193482
20,right,com_ind-ind,0.6,2357,2357,1372,0.5820958845990666
20,right,com_ind-ind,0.7,2750,2750,1887,0.6861818181818182
20,right,com_ind-ind,0.8,3143,3074,2440,0.7849445069969438
20,right,com_ind-ind,0.9,3236,3074,2520,0.7987321711568938
20,right,com_ind-ind,1.0,3236,3074,2520,0.7987321711568938
20,left,com_phy-phy,0.05,220,220,106,0.4818181818181818
20,left,com_phy-phy,0.1,440,440,165,0.375
20,left,com_phy-phy,0.2,881,881,366,0.4154370034052213
20,left,com_phy-phy,0.3,1321,1321,642,0.4859954579863739
20,left,com_phy-phy,0.4,1762,1762,981,0.5567536889897844
20,left,com_phy-phy,0.5,2202,2202,1397,0.6344232515894641
20,left,com_phy-phy,0.6,2642,2642,1880,0.7115821347464042
20,left,com_phy-phy,0.7,3083,2892,2294,0.7678661087866109
20,left,com_phy-phy,0.8,3156,2892,2340,0.7738095238095238
20,left,com_phy-phy,0.9,3156,2892,2340,0.7738095238095238
20,left,com_phy-phy,1.0,3156,2892,2340,0.7738095238095238
20,right,com_phy-phy,0.05,196,196,21,0.1071428571428571
20,right,com_phy-phy,0.1,393,393,64,0.1628498727735369
20,right,com_phy-phy,0.2,786,786,227,0.2888040712468193
20,right,com_phy-phy,0.3,1179,1179,506,0.4291772688719253
20,right,com_phy-phy,0.4,1572,1572,796,0.5063613231552163
20,right,com_phy-phy,0.5,1964,1964,1170,0.5957230142566191
20,right,com_phy-phy,0.6,2200,2357,1495,0.6561334211103796
20,right,com_phy-phy,0.7,2200,2750,1692,0.6836363636363636
20,right,com_phy-phy,0.8,2200,3074,1857,0.7042093287827076
20,right,com_phy-phy,0.9,2200,3074,1857,0.7042093287827076
20,right,com_phy-phy,1.0,2200,3074,1857,0.7042093287827076
20,left,face_first-face_noncom,0.05,220,220,70,0.3181818181818182
20,left,face_first-face_noncom,0.1,440,440,137,0.3113636363636363
20,left,face_first-face_noncom,0.2,881,881,340,0.3859250851305335
20,left,face_first-face_noncom,0.3,1321,1321,610,0.4617713853141559
20,left,face_first-face_noncom,0.4,1762,1762,935,0.5306469920544835
20,left,face_first-face_noncom,0.5,2202,2202,1340,0.6085376930063578
20,left,face_first-face_noncom,0.6,2642,2642,1827,0.6915215745647237
20,left,face_first-face_noncom,0.7,3028,2892,2220,0.75
20,left,face_first-face_noncom,0.8,3028,2892,2220,0.75
20,left,face_first-face_noncom,0.9,3028,2892,2220,0.75
20,left,face_first-face_noncom,1.0,3028,2892,2220,0.75
20,right,face_first-face_noncom,0.05,196,196,17,0.086734693877551
20,right,face_first-face_noncom,0.1,393,393,90,0.2290076335877862
20,right,face_first-face_noncom,0.2,786,786,352,0.4478371501272264
20,right,face_first-face_noncom,0.3,1179,1179,621,0.5267175572519084
20,right,face_first-face_noncom,0.4,1572,1572,910,0.5788804071246819
20,right,face_first-face_noncom,0.5,1964,1964,1229,0.6257637474541752
20,right,face_first-face_noncom,0.6,2357,2357,1640,0.6957997454391175
20,right,face_first-face_noncom,0.7,2750,2750,2116,0.7694545454545455
20,right,face_first-face_noncom,0.8,3143,3074,2552,0.8209747466623774
20,right,face_first-face_noncom,0.9,3390,3074,2707,0.8375618811881188
20,right,face_first-face_noncom,1.0,3390,3074,2707,0.8375618811881188
20,left,face_third-face_noncom,0.05,220,220,20,0.0909090909090909
20,left,face_third-face_noncom,0.1,440,440,54,0.1227272727272727
20,left,face_third-face_noncom,0.2,881,881,214,0.2429057888762769
20,left,face_third-face_noncom,0.3,1321,1321,460,0.3482210446631339
20,left,face_third-face_noncom,0.4,1762,1762,828,0.4699205448354143
20,left,face_third-face_noncom,0.5,2202,2202,1261,0.572661217075386
20,left,face_third-face_noncom,0.6,2642,2642,1782,0.6744890234670704
20,left,face_third-face_noncom,0.7,2773,2892,2032,0.71738746690203
20,left,face_third-face_noncom,0.8,2773,2892,2032,0.71738746690203
20,left,face_third-face_noncom,0.9,2773,2892,2032,0.71738746690203
20,left,face_third-face_noncom,1.0,2773,2892,2032,0.71738746690203
20,right,face_third-face_noncom,0.05,196,196,0,0.0
20,right,face_third-face_noncom,0.1,393,393,18,0.0458015267175572
20,right,face_third-face_noncom,0.2,786,786,144,0.183206106870229
20,right,face_third-face_noncom,0.3,1179,1179,402,0.3409669211195928
20,right,face_third-face_noncom,0.4,1572,1572,717,0.4561068702290076
20,right,face_third-face_noncom,0.5,1964,1964,1123,0.5717922606924644
20,right,face_third-face_noncom,0.6,2357,2357,1592,0.6754348748408995
20,right,face_third-face_noncom,0.7,2736,2750,2090,0.7619394823186293
20,right,face_third-face_noncom,0.8,2736,3074,2297,0.7907056798623063
20,right,face_third-face_noncom,0.9,2736,3074,2297,0.7907056798623063
20,right,face_third-face_noncom,1.0,2736,3074,2297,0.7907056798623063
21,left,com_ind-ind,0.05,220,220,25,0.1136363636363636
21,left,com_ind-ind,0.1,440,440,74,0.1681818181818181
21,left,com_ind-ind,0.2,881,881,204,0.23155505107832
21,left,com_ind-ind,0.3,1321,1321,438,0.3315669947009841
21,left,com_ind-ind,0.4,1762,1762,779,0.4421112372304199
21,left,com_ind-ind,0.5,2202,2109,1158,0.5372303409881698
21,left,com_ind-ind,0.6,2600,2109,1364,0.5793162030155022
21,left,com_ind-ind,0.7,2600,2109,1364,0.5793162030155022
21,left,com_ind-ind,0.8,2600,2109,1364,0.5793162030155022
21,left,com_ind-ind,0.9,2600,2109,1364,0.5793162030155022
21,left,com_ind-ind,1.0,2600,2109,1364,0.5793162030155022
21,right,com_ind-ind,0.05,196,196,63,0.3214285714285714
21,right,com_ind-ind,0.1,393,393,155,0.3944020356234097
21,right,com_ind-ind,0.2,786,786,348,0.4427480916030534
21,right,com_ind-ind,0.3,1179,1179,583,0.4944868532654792
21,right,com_ind-ind,0.4,1572,1572,842,0.5356234096692112
21,right,com_ind-ind,0.5,1964,1964,1178,0.59979633401222
21,right,com_ind-ind,0.6,2357,2079,1455,0.6559963931469792
21,right,com_ind-ind,0.7,2533,2079,1541,0.6682567215958369
21,right,com_ind-ind,0.8,2533,2079,1541,0.6682567215958369
21,right,com_ind-ind,0.9,2533,2079,1541,0.6682567215958369
21,right,com_ind-ind,1.0,2533,2079,1541,0.6682567215958369
21,left,com_phy-phy,0.05,220,220,25,0.1136363636363636
21,left,com_phy-phy,0.1,440,440,96,0.2181818181818181
21,left,com_phy-phy,0.2,881,881,298,0.3382519863791146
21,left,com_phy-phy,0.3,1321,1321,573,0.4337623012869038
21,left,com_phy-phy,0.4,1762,1762,944,0.5357548240635641
21,left,com_phy-phy,0.5,2202,2109,1333,0.6184180004639295
21,left,com_phy-phy,0.6,2642,2109,1536,0.6466007156388128
21,left,com_phy-phy,0.7,3083,2109,1735,0.6683359013867488
21,left,com_phy-phy,0.8,3220,2109,1788,0.6710452242446988
21,left,com_phy-phy,0.9,3220,2109,1788,0.6710452242446988
21,left,com_phy-phy,1.0,3220,2109,1788,0.6710452242446988
21,right,com_phy-phy,0.05,196,196,7,0.0357142857142857
21,right,com_phy-phy,0.1,393,393,34,0.0865139949109414
21,right,com_phy-phy,0.2,786,786,145,0.1844783715012722
21,right,com_phy-phy,0.3,1179,1179,339,0.2875318066157761
21,right,com_phy-phy,0.4,1572,1572,609,0.3874045801526717
21,right,com_phy-phy,0.5,1964,1964,957,0.4872708757637474
21,right,com_phy-phy,0.6,2357,2079,1260,0.5680793507664562
21,right,com_phy-phy,0.7,2699,2079,1448,0.6061113436584344
21,right,com_phy-phy,0.8,2699,2079,1448,0.6061113436584344
21,right,com_phy-phy,0.9,2699,2079,1448,0.6061113436584344
21,right,com_phy-phy,1.0,2699,2079,1448,0.6061113436584344
21,left,face_first-face_noncom,0.05,220,220,5,0.0227272727272727
21,left,face_first-face_noncom,0.1,440,440,30,0.0681818181818181
21,left,face_first-face_noncom,0.2,881,881,128,0.1452894438138479
21,left,face_first-face_noncom,0.3,1321,1321,326,0.246782740348221
21,left,face_first-face_noncom,0.4,1762,1762,677,0.3842224744608399
21,left,face_first-face_noncom,0.5,2202,2109,1044,0.4843423799582463
21,left,face_first-face_noncom,0.6,2642,2109,1263,0.5316775415701958
21,left,face_first-face_noncom,0.7,3083,2109,1493,0.575115562403698
21,left,face_first-face_noncom,0.8,3328,2109,1628,0.5988596652565753
21,left,face_first-face_noncom,0.9,3328,2109,1628,0.5988596652565753
21,left,face_first-face_noncom,1.0,3328,2109,1628,0.5988596652565753
21,right,face_first-face_noncom,0.05,196,196,4,0.0204081632653061
21,right,face_first-face_noncom,0.1,393,393,24,0.0610687022900763
21,right,face_first-face_noncom,0.2,786,786,152,0.193384223918575
21,right,face_first-face_noncom,0.3,1179,1179,351,0.2977099236641221
21,right,face_first-face_noncom,0.4,1572,1572,597,0.3797709923664122
21,right,face_first-face_noncom,0.5,1964,1964,960,0.4887983706720977
21,right,face_first-face_noncom,0.6,2357,2079,1219,0.5495942290351669
21,right,face_first-face_noncom,0.7,2750,2079,1446,0.5988817560571547
21,right,face_first-face_noncom,0.8,3143,2079,1683,0.6445806204519341
21,right,face_first-face_noncom,0.9,3429,2079,1849,0.6713870733478576
21,right,face_first-face_noncom,1.0,3429,2079,1849,0.6713870733478576
21,left,face_third-face_noncom,0.05,220,220,13,0.059090909090909
21,left,face_third-face_noncom,0.1,440,440,86,0.1954545454545454
21,left,face_third-face_noncom,0.2,881,881,273,0.3098751418842225
21,left,face_third-face_noncom,0.3,1321,1321,490,0.3709311127933384
21,left,face_third-face_noncom,0.4,1762,1762,813,0.4614074914869466
21,left,face_third-face_noncom,0.5,2202,2109,1200,0.5567153792623522
21,left,face_third-face_noncom,0.6,2642,2109,1431,0.6023994948431909
21,left,face_third-face_noncom,0.7,3083,2109,1647,0.634437596302003
21,left,face_third-face_noncom,0.8,3523,2109,1820,0.6463068181818182
21,left,face_third-face_noncom,0.9,3658,2109,1876,0.6505982313161089
21,left,face_third-face_noncom,1.0,3658,2109,1876,0.6505982313161089
21,right,face_third-face_noncom,0.05,196,196,9,0.0459183673469387
21,right,face_third-face_noncom,0.1,393,393,56,0.1424936386768447
21,right,face_third-face_noncom,0.2,786,786,228,0.2900763358778626
21,right,face_third-face_noncom,0.3,1179,1179,473,0.4011874469889737
21,right,face_third-face_noncom,0.4,1572,1572,779,0.4955470737913486
21,right,face_third-face_noncom,0.5,1964,1964,1123,0.5717922606924644
21,right,face_third-face_noncom,0.6,2357,2079,1369,0.6172227231740307
21,right,face_third-face_noncom,0.7,2750,2079,1562,0.6469248291571754
21,right,face_third-face_noncom,0.8,3143,2079,1753,0.6713902719264649
21,right,face_third-face_noncom,0.9,3237,2079,1790,0.673438675696012
21,right,face_third-face_noncom,1.0,3237,2079,1790,0.673438675696012
22,left,com_ind-ind,0.05,220,220,72,0.3272727272727272
22,left,com_ind-ind,0.1,440,440,149,0.3386363636363636
22,left,com_ind-ind,0.2,881,881,332,0.376844494892168
22,left,com_ind-ind,0.3,1321,1321,559,0.4231642694928085
22,left,com_ind-ind,0.4,1762,1762,897,0.5090805902383655
22,left,com_ind-ind,0.5,2202,2202,1257,0.5708446866485014
22,left,com_ind-ind,0.6,2527,2642,1616,0.6252660088992068
22,left,com_ind-ind,0.7,2527,3083,1879,0.6698752228163993
22,left,com_ind-ind,0.8,2527,3470,2081,0.6940136735034184
22,left,com_ind-ind,0.9,2527,3470,2081,0.6940136735034184
22,left,com_ind-ind,1.0,2527,3470,2081,0.6940136735034184
22,right,com_ind-ind,0.05,196,196,49,0.25
22,right,com_ind-ind,0.1,393,393,119,0.3027989821882951
22,right,com_ind-ind,0.2,786,786,344,0.4376590330788804
22,right,com_ind-ind,0.3,1179,1179,638,0.5411365564037319
22,right,com_ind-ind,0.4,1572,1572,945,0.601145038167939
22,right,com_ind-ind,0.5,1964,1964,1319,0.6715885947046843
22,right,com_ind-ind,0.6,2357,2357,1734,0.735680950360628
22,right,com_ind-ind,0.7,2502,2750,2012,0.7661843107387661
22,right,com_ind-ind,0.8,2502,3143,2181,0.7727192205491585
22,right,com_ind-ind,0.9,2502,3536,2327,0.7707850281550183
22,right,com_ind-ind,1.0,2502,3786,2450,0.7792620865139949
22,left,com_phy-phy,0.05,220,220,65,0.2954545454545454
22,left,com_phy-phy,0.1,440,440,118,0.2681818181818182
22,left,com_phy-phy,0.2,881,881,267,0.3030646992054484
22,left,com_phy-phy,0.3,1321,1321,468,0.3542770628311885
22,left,com_phy-phy,0.4,1762,1762,737,0.4182746878547105
22,left,com_phy-phy,0.5,2202,2202,1056,0.4795640326975476
22,left,com_phy-phy,0.6,2642,2642,1548,0.5859197577592733
22,left,com_phy-phy,0.7,3083,3083,2138,0.6934803762568926
22,left,com_phy-phy,0.8,3121,3470,2460,0.7464724624487938
22,left,com_phy-phy,0.9,3121,3470,2460,0.7464724624487938
22,left,com_phy-phy,1.0,3121,3470,2460,0.7464724624487938
22,right,com_phy-phy,0.05,196,196,61,0.3112244897959184
22,right,com_phy-phy,0.1,393,393,104,0.2646310432569974
22,right,com_phy-phy,0.2,786,786,244,0.3104325699745547
22,right,com_phy-phy,0.3,1179,1179,422,0.3579304495335029
22,right,com_phy-phy,0.4,1572,1572,668,0.4249363867684478
22,right,com_phy-phy,0.5,1964,1964,999,0.5086558044806517
22,right,com_phy-phy,0.6,2357,2357,1377,0.584217225286381
22,right,com_phy-phy,0.7,2750,2750,1880,0.6836363636363636
22,right,com_phy-phy,0.8,2956,3143,2326,0.7627479914740122
22,right,com_phy-phy,0.9,2956,3536,2657,0.8185459026494146
22,right,com_phy-phy,1.0,2956,3786,2858,0.8478196380895877
22,left,face_first-face_noncom,0.05,220,220,12,0.0545454545454545
22,left,face_first-face_noncom,0.1,440,440,40,0.0909090909090909
22,left,face_first-face_noncom,0.2,881,881,166,0.188422247446084
22,left,face_first-face_noncom,0.3,1321,1321,352,0.2664647993943982
22,left,face_first-face_noncom,0.4,1762,1762,628,0.3564131668558456
22,left,face_first-face_noncom,0.5,2202,2202,1026,0.4659400544959128
22,left,face_first-face_noncom,0.6,2642,2642,1534,0.5806207418622256
22,left,face_first-face_noncom,0.7,2699,3083,1831,0.6333448633690765
22,left,face_first-face_noncom,0.8,2699,3470,2079,0.6740152374777111
22,left,face_first-face_noncom,0.9,2699,3470,2079,0.6740152374777111
22,left,face_first-face_noncom,1.0,2699,3470,2079,0.6740152374777111
22,right,face_first-face_noncom,0.05,196,196,40,0.2040816326530612
22,right,face_first-face_noncom,0.1,393,393,76,0.193384223918575
22,right,face_first-face_noncom,0.2,786,786,200,0.2544529262086514
22,right,face_first-face_noncom,0.3,1179,1179,412,0.3494486853265479
22,right,face_first-face_noncom,0.4,1572,1572,753,0.4790076335877862
22,right,face_first-face_noncom,0.5,1964,1964,1160,0.5906313645621182
22,right,face_first-face_noncom,0.6,2357,2357,1607,0.6817988969028426
22,right,face_first-face_noncom,0.7,2750,2750,2081,0.7567272727272727
22,right,face_first-face_noncom,0.8,3143,3143,2607,0.8294622971683105
22,right,face_first-face_noncom,0.9,3437,3536,3173,0.9100817438692098
22,right,face_first-face_noncom,1.0,3437,3786,3359,0.930084452443583
22,left,face_third-face_noncom,0.05,220,220,6,0.0272727272727272
22,left,face_third-face_noncom,0.1,440,440,37,0.084090909090909
22,left,face_third-face_noncom,0.2,881,881,167,0.1895573212258796
22,left,face_third-face_noncom,0.3,1321,1321,377,0.2853898561695685
22,left,face_third-face_noncom,0.4,1762,1762,684,0.3881952326901248
22,left,face_third-face_noncom,0.5,2202,2202,1088,0.4940962761126249
22,left,face_third-face_noncom,0.6,2399,2642,1454,0.5768696687165245
22,left,face_third-face_noncom,0.7,2399,3083,1682,0.6136446552353155
22,left,face_third-face_noncom,0.8,2399,3470,1872,0.6379280967796899
22,left,face_third-face_noncom,0.9,2399,3470,1872,0.6379280967796899
22,left,face_third-face_noncom,1.0,2399,3470,1872,0.6379280967796899
22,right,face_third-face_noncom,0.05,196,196,45,0.2295918367346938
22,right,face_third-face_noncom,0.1,393,393,81,0.2061068702290076
22,right,face_third-face_noncom,0.2,786,786,218,0.27735368956743
22,right,face_third-face_noncom,0.3,1179,1179,413,0.3502968617472434
22,right,face_third-face_noncom,0.4,1572,1572,685,0.4357506361323155
22,right,face_third-face_noncom,0.5,1964,1964,1062,0.5407331975560081
22,right,face_third-face_noncom,0.6,2357,2357,1504,0.6380992787441663
22,right,face_third-face_noncom,0.7,2750,2750,1995,0.7254545454545455
22,right,face_third-face_noncom,0.8,3143,3143,2581,0.8211899459115495
22,right,face_third-face_noncom,0.9,3342,3536,3064,0.8909566734515848
22,right,face_third-face_noncom,1.0,3342,3786,3248,0.9113355780022446
23,left,com_ind-ind,0.05,220,220,66,0.3
23,left,com_ind-ind,0.1,440,440,157,0.3568181818181818
23,left,com_ind-ind,0.2,881,881,375,0.4256526674233825
23,left,com_ind-ind,0.3,1321,1321,618,0.4678274034822104
23,left,com_ind-ind,0.4,1762,1762,956,0.5425652667423383
23,left,com_ind-ind,0.5,2202,2202,1315,0.5971843778383288
23,left,com_ind-ind,0.6,2642,2642,1736,0.6570779712339136
23,left,com_ind-ind,0.7,2680,3083,1997,0.6930418184973104
23,left,com_ind-ind,0.8,2680,3523,2227,0.7180396582298888
23,left,com_ind-ind,0.9,2680,3947,2421,0.7306473517428701
23,left,com_ind-ind,1.0,2680,3947,2421,0.7306473517428701
23,right,com_ind-ind,0.05,196,196,46,0.2346938775510204
23,right,com_ind-ind,0.1,393,393,126,0.3206106870229007
23,right,com_ind-ind,0.2,786,786,374,0.4758269720101781
23,right,com_ind-ind,0.3,1179,1179,617,0.5233248515691263
23,right,com_ind-ind,0.4,1572,1572,915,0.5820610687022901
23,right,com_ind-ind,0.5,1964,1964,1289,0.6563136456211812
23,right,com_ind-ind,0.6,2357,2357,1696,0.7195587611370386
23,right,com_ind-ind,0.7,2750,2750,2160,0.7854545454545454
23,right,com_ind-ind,0.8,2820,3143,2455,0.8234110347140701
23,right,com_ind-ind,0.9,2820,3536,2660,0.8370044052863436
23,right,com_ind-ind,1.0,2820,3647,2702,0.83562702953456
23,left,com_phy-phy,0.05,220,220,86,0.3909090909090909
23,left,com_phy-phy,0.1,440,440,212,0.4818181818181818
23,left,com_phy-phy,0.2,881,881,432,0.4903518728717366
23,left,com_phy-phy,0.3,1321,1321,666,0.5041635124905375
23,left,com_phy-phy,0.4,1762,1762,959,0.5442678774120318
23,left,com_phy-phy,0.5,2202,2202,1302,0.5912806539509536
23,left,com_phy-phy,0.6,2526,2642,1659,0.6420278637770898
23,left,com_phy-phy,0.7,2526,3083,1855,0.6614369762881084
23,left,com_phy-phy,0.8,2526,3523,2051,0.6781286163002149
23,left,com_phy-phy,0.9,2526,3947,2260,0.6982851846130079
23,left,com_phy-phy,1.0,2526,3947,2260,0.6982851846130079
23,right,com_phy-phy,0.05,196,196,63,0.3214285714285714
23,right,com_phy-phy,0.1,393,393,159,0.4045801526717557
23,right,com_phy-phy,0.2,786,786,432,0.549618320610687
23,right,com_phy-phy,0.3,1179,1179,706,0.5988125530110263
23,right,com_phy-phy,0.4,1572,1572,1016,0.6463104325699746
23,right,com_phy-phy,0.5,1964,1964,1374,0.6995926680244399
23,right,com_phy-phy,0.6,2357,2357,1806,0.766228256257955
23,right,com_phy-phy,0.7,2750,2750,2266,0.824
23,right,com_phy-phy,0.8,2764,3143,2531,0.8569493820890469
23,right,com_phy-phy,0.9,2764,3536,2684,0.8520634920634921
23,right,com_phy-phy,1.0,2764,3647,2709,0.8451099672437997
23,left,face_first-face_noncom,0.05,220,220,54,0.2454545454545454
23,left,face_first-face_noncom,0.1,440,440,133,0.3022727272727272
23,left,face_first-face_noncom,0.2,881,881,295,0.3348467650397276
23,left,face_first-face_noncom,0.3,1321,1321,522,0.3951551854655564
23,left,face_first-face_noncom,0.4,1762,1762,825,0.4682179341657208
23,left,face_first-face_noncom,0.5,2057,2202,1106,0.5193707443061751
23,left,face_first-face_noncom,0.6,2057,2642,1277,0.5435198978506065
23,left,face_first-face_noncom,0.7,2057,3083,1463,0.569260700389105
23,left,face_first-face_noncom,0.8,2057,3523,1649,0.5910394265232974
23,left,face_first-face_noncom,0.9,2057,3947,1837,0.6119253830779481
23,left,face_first-face_noncom,1.0,2057,3947,1837,0.6119253830779481
23,right,face_first-face_noncom,0.05,196,196,30,0.1530612244897959
23,right,face_first-face_noncom,0.1,393,393,99,0.2519083969465648
23,right,face_first-face_noncom,0.2,786,786,314,0.3994910941475827
23,right,face_first-face_noncom,0.3,1179,1179,553,0.469041560644614
23,right,face_first-face_noncom,0.4,1572,1572,852,0.5419847328244275
23,right,face_first-face_noncom,0.5,1964,1964,1195,0.6084521384928717
23,right,face_first-face_noncom,0.6,2357,2357,1560,0.6618582944420874
23,right,face_first-face_noncom,0.7,2750,2750,2011,0.7312727272727273
23,right,face_first-face_noncom,0.8,3143,3143,2555,0.8129175946547884
23,right,face_first-face_noncom,0.9,3150,3536,2845,0.8510320071791804
23,right,face_first-face_noncom,1.0,3150,3647,2939,0.8647932911578637
23,left,face_third-face_noncom,0.05,220,220,56,0.2545454545454545
23,left,face_third-face_noncom,0.1,440,440,137,0.3113636363636363
23,left,face_third-face_noncom,0.2,881,881,305,0.3461975028376844
23,left,face_third-face_noncom,0.3,1312,1321,537,0.4078997341435624
23,left,face_third-face_noncom,0.4,1312,1762,670,0.4359141184124919
23,left,face_third-face_noncom,0.5,1312,2202,758,0.4314171883892999
23,left,face_third-face_noncom,0.6,1312,2642,838,0.4238745574102175
23,left,face_third-face_noncom,0.7,1312,3083,939,0.4273037542662116
23,left,face_third-face_noncom,0.8,1312,3523,1036,0.4285418821096173
23,left,face_third-face_noncom,0.9,1312,3947,1146,0.4358243011979463
23,left,face_third-face_noncom,1.0,1312,3947,1146,0.4358243011979463
23,right,face_third-face_noncom,0.05,196,196,15,0.0765306122448979
23,right,face_third-face_noncom,0.1,393,393,59,0.1501272264631043
23,right,face_third-face_noncom,0.2,786,786,222,0.2824427480916031
23,right,face_third-face_noncom,0.3,1179,1179,431,0.3655640373197625
23,right,face_third-face_noncom,0.4,1572,1572,685,0.4357506361323155
23,right,face_third-face_noncom,0.5,1964,1964,1019,0.5188391038696538
23,right,face_third-face_noncom,0.6,2090,2357,1275,0.5734202833370812
23,right,face_third-face_noncom,0.7,2090,2750,1470,0.6074380165289256
23,right,face_third-face_noncom,0.8,2090,3143,1700,0.6497229122874069
23,right,face_third-face_noncom,0.9,2090,3536,1911,0.6793458940632776
23,right,face_third-face_noncom,1.0,2090,3647,1962,0.6839811748300505
