subject,roi,hemi,n_voxels,r_w1_com_ind_face_first,r_w2_ind_face_noncom,r_b1_com_ind_face_noncom,r_b2_face_first_ind,decoding_index
13,SI-STS,l,220,0.606272101923838,0.4916757776807796,0.4001060272422046,0.4081572188786694,0.1448423167418717
13,SI-STS,r,196,0.8741603410763791,0.6521075565118709,0.7411766051286092,0.6646994725777661,0.0601959099409373
13,TPJ,l,313,0.5312655303604349,0.3371371962078913,0.5922687683902425,0.2210298282210661,0.0275520649785088
13,TPJ,r,322,0.8618626559462421,0.8142434896960395,0.8720276070122656,0.4927394677077598,0.1556695354611281
13,fSTS,l,23,0.6972129404584316,0.4077494801900002,0.2946873934299628,0.7365386563887002,0.0368681854148844
13,fSTS,r,91,0.8552456733138624,0.9277898551193112,0.8654146814120471,0.8330832468525424,0.042268800084292
13,FFA,l,106,0.9676550675736316,0.8833151677084113,0.8396934911736184,0.9328767596023227,0.0391999922530509
13,FFA,r,107,0.9567071567467004,0.9484336739493172,0.9406327753711518,0.9658343976627785,-0.0006631711689562
13,EBA,l,114,0.9229974309953104,0.9477989590607364,0.9676173542215292,0.8610751869525728,0.0210519244409722
13,EBA,r,152,0.9338283628004476,0.8915273676828978,0.9343556926171732,0.9039382859568368,-0.0064691240453322
13,EVC,l,249,0.8977712164192336,0.943559071406892,0.9222360261179322,0.8889984781154836,0.0150478917963548
13,EVC,r,263,0.9690548216198832,0.9443719496292724,0.9560703644762194,0.9573594433506732,-1.5182888685738585e-06
13,MT,l,166,0.9005984148044024,0.9605854943761308,0.957340315941628,0.9233316155111402,-0.0097440111361175
13,MT,r,165,0.9243865067213208,0.9124151081093302,0.95033820446046,0.9013370025220108,-0.0074367960759099
14,SI-STS,l,220,0.9808997013804074,0.9798487885538608,0.981886133247614,0.9732701642364175,0.0027960962251182
14,SI-STS,r,196,0.7254538409132195,0.908965005206482,0.9177296623964266,0.6399351759390537,0.0383770038921106
14,TPJ,l,313,0.9647938391670602,0.8483634051750011,0.961276188093779,0.8330106401120355,0.0094352080681233
14,TPJ,r,322,0.9883356172859472,0.964153572644709,0.9832418071672994,0.9738290197912056,-0.0022908185139242
14,fSTS,l,23,0.6426716433626256,0.1922222809346433,0.7836537662006194,-0.0218118056118226,0.036525981854236
14,fSTS,r,91,0.9673184262921292,0.97523005489198,0.9876368781554944,0.9108482374991652,0.0220316827647246
14,FFA,l,106,0.9573491736607253,0.8893693230350268,0.9676181276407716,0.9466334482317684,-0.0337665395883939
14,FFA,r,107,0.8046418568027103,0.8034948010434703,0.8473189303500073,0.8001073340670436,-0.0196448032854351
14,EBA,l,114,0.8366138752683593,0.8507502918911699,0.8360005263800995,0.8363751454499798,0.0074942476647249
14,EBA,r,152,0.9460462616291482,0.9108222103346344,0.9419275509266009,0.9292746731269927,-0.0071668760449054
14,EVC,l,249,0.8995985909069588,0.9289146694097596,0.8979537860954314,0.933761112210722,-0.0016008189947174
14,EVC,r,263,0.9426255024142148,0.915892931721577,0.9187722825045908,0.9416961056808024,-0.0009749770248007
14,MT,l,166,0.976507818630556,0.9732401227461692,0.9822102511602154,0.975093088903762,-0.003777699343626
14,MT,r,165,0.8844682755944934,0.9446114070206852,0.9480981929683407,0.904721608806345,-0.0118700595797536
15,SI-STS,l,220,0.7345235520133041,0.792306013462129,0.876403500119033,0.7109726870790326,-0.0302733108613162
15,SI-STS,r,196,0.9399561174973918,0.9695176021226496,0.978790108762751,0.9276380607291188,0.0015227750640857
15,TPJ,l,313,0.6333764014369893,0.9474880830326708,0.967157574611312,0.7545910443305455,-0.0704420672360988
15,TPJ,r,322,0.7169850880316773,0.9476217211983176,0.908452921157405,0.8119716228069077,-0.0279088673671588
15,fSTS,l,23,0.6242887257792524,0.8730140376359669,0.961835154826852,0.7111895873483532,-0.0878609893799929
15,fSTS,r,91,0.8856576696968557,0.9547712306062666,0.9737755543168762,0.8599595325225752,0.0033469067318354
15,FFA,l,106,0.9031507823843248,0.9294067511868924,0.9677431362099816,0.920166017382513,-0.0276758100106387
15,FFA,r,107,0.8057711602494346,0.9017500914651418,0.8983787689738154,0.8029908290934776,0.0030758268236417
15,EBA,l,114,0.8080425837210999,0.8372576193849349,0.8773266955885419,0.750889387043691,0.0085420602369009
15,EBA,r,152,0.8579667826393438,0.9443077301883256,0.9534757493594296,0.825026596362367,0.0118860835529364
15,EVC,l,249,0.9780675733243652,0.9825531508312428,0.9868178625413008,0.9725056535113564,0.0006486040514753
15,EVC,r,263,0.991908144940746,0.9877884656592892,0.9888959044452,0.9911683043658656,-0.0001837991055151
15,MT,l,166,0.9463317634594026,0.9340623222190256,0.9559210609483768,0.9399512888205902,-0.0077391320452694
15,MT,r,165,0.6908333214296483,0.8488749029729755,0.9015932396891708,0.5951852750838927,0.0214648548147801
16,SI-STS,l,220,0.4073743892331246,0.3729831961254914,0.6711433685845672,0.2034689214295102,-0.0471273523277306
16,SI-STS,r,196,0.6225639363572654,0.9516874724460408,0.917532602299554,0.7546488730535107,-0.0489650332748792
16,TPJ,l,313,0.5104791668458414,0.6684648308660897,0.7641985787875525,0.4706477387471325,-0.0279511599113769
16,TPJ,r,322,0.8174541018322081,0.9430535345863356,0.9603108524085664,0.8344418031977968,-0.0171225095939098
16,fSTS,l,23,0.1940229030484525,-0.3781269452892156,0.1868690040093465,-0.37261492240522,0.0008209380775552
16,fSTS,r,91,0.8783132849901039,0.9522513883047866,0.9728800340132976,0.8579627556197497,-0.0001390581690784
16,FFA,l,106,0.8666806764805025,0.9232638414206548,0.9370155786112808,0.9106927382870968,-0.0288818994986101
16,FFA,r,107,0.899146531663423,0.9095829975666976,0.9392659571412344,0.8808074846730712,-0.0056719562920925
16,EBA,l,114,0.8552126904494234,0.5868808670311944,0.7994418574997074,0.6787465839990107,-0.0180474420090501
16,EBA,r,152,0.8737196615444044,0.7849179007731164,0.8422454457724693,0.8550519628287739,-0.0193299231418612
16,EVC,l,249,0.9890209311260272,0.9674778866712184,0.9806074365831636,0.9757913032020912,5.003900599537259e-05
16,EVC,r,263,0.9394713082805476,0.8170809421402139,0.8538086032988282,0.9009991916826308,0.0008722277196513
16,MT,l,166,0.8965650523184256,0.935500748405813,0.9469924746084256,0.9192616216679942,-0.0170941477760906
16,MT,r,165,0.9179573151917664,0.8946384954864764,0.9569454688982284,0.8252269050913532,0.0152117183443306
18,SI-STS,l,220,0.7906729732244908,0.9246693529967404,0.9686756525517768,0.7816975862579584,-0.0175154562942519
18,SI-STS,r,196,0.912440162620162,0.8554244831383319,0.8335618580474936,0.8665675075999086,0.0338676400555458
18,TPJ,l,313,0.8774021397260136,0.9251531779621393,0.947793280458262,0.8815364694394756,-0.0133872161047925
18,TPJ,r,322,0.953032261973952,0.9307072627055502,0.94724277583343,0.9597566867815984,-0.0116299689677632
18,fSTS,l,23,0.956723167002054,0.9665238365767472,0.9890117401254396,0.9723569457598294,-0.0190608411532339
18,fSTS,r,91,0.9476057302522908,0.8240564144844564,0.9043566580485988,0.8363998708495003,0.0154528079193239
18,FFA,l,106,0.9256235940879656,0.8467908440902308,0.9202161833660968,0.9302160994217596,-0.03900892230483
18,FFA,r,107,0.9413299829748992,0.968221162841338,0.9404331897224134,0.9581166498007196,0.0055006531465521
18,EBA,l,114,0.8146566471527154,0.9234978936206562,0.9083063486549604,0.8471238205072751,-0.0086378141944319
18,EBA,r,152,0.8868993829536568,0.8822891901687383,0.8978939599765485,0.8247290216525689,0.0232827957466388
18,EVC,l,249,0.9782029915841364,0.9823698393634286,0.9810203203508926,0.9829214323495932,-0.0016844608764603
18,EVC,r,263,0.9704162256709424,0.9586225809945892,0.9666936520443976,0.965830656900615,-0.0017427511397403
18,MT,l,166,0.827670280667472,0.9230663857453963,0.9386262062530112,0.8147534380810956,-0.0013214889606191
18,MT,r,165,0.9070526262072304,0.9377753321180768,0.9317578713883142,0.9033516868777992,0.0048592000295968
19,SI-STS,l,220,0.9638718646928008,0.9754840466519292,0.9835392288498724,0.9338103720413808,0.0110031552267383
19,SI-STS,r,196,0.8374417509080815,0.9756700609280098,0.971051082332462,0.8003438237316975,0.0208584528859658
19,TPJ,l,313,0.8856437211528663,0.6934656926610894,0.9294038524097966,0.7141302328269601,-0.0322123357114005
19,TPJ,r,322,0.9607927036056534,0.9803420332130643,0.9814811782929856,0.9588436743352742,0.000404942095229
19,fSTS,l,23,0.9287087428849478,0.9811527054336606,0.981445807915942,0.9168331178618836,0.0057912612703913
19,fSTS,r,91,0.6746089799341718,0.9800118935858414,0.9853426955358664,0.5617797198481225,0.0537492290680121
19,FFA,l,106,0.9551349315594764,0.9650334989948542,0.9761186068506302,0.9181873868622048,0.0129312184207477
19,FFA,r,107,0.976654669080544,0.9636294397920852,0.9785199065392004,0.9618320351908956,-3.3916428733460346e-05
19,EBA,l,114,0.850942535999697,0.7211277522829116,0.8010943001434164,0.798340645826114,-0.0136823288434609
19,EBA,r,152,0.915699455084601,0.856602020614865,0.955723266824074,0.7781055921748817,0.0192363083502551
19,EVC,l,249,0.938352055619566,0.9823149655055756,0.9713356109470712,0.9564215587430754,-0.0035450742825025
19,EVC,r,263,0.9184847307948945,0.9165795988984188,0.8911071236235649,0.9349480522439132,0.0045045769129175
19,MT,l,166,0.869601243021295,0.83078577531069,0.9213267583288168,0.7317721321741846,0.0236440639144918
