hemi,roi,trial_type,run,response,subject_label
r,fSTS,photo,0.5,0.0009695340075317,sub-03
r,fSTS,phy,4.0,0.2397129265718829,sub-03
l,EBA,belief,0.5,-0.1344602616208812,sub-04
l,EBA,body,4.0,1.1728960730660452,sub-04
l,EBA,com_ind,4.0,1.052079349912055,sub-04
l,EBA,com_phy,4.0,1.0601137384397696,sub-04
l,EBA,face_first,4.0,0.3653061003270307,sub-04
l,EBA,face_noncom,4.0,0.5216888138053741,sub-04
l,EBA,face_third,4.0,0.4097793999372967,sub-04
l,EBA,ind,4.0,0.6242630720064819,sub-04
l,EBA,interact,1.5,1.1273874740685772,sub-04
l,EBA,noninteract,1.5,0.8952625992830717,sub-04
l,EBA,object,4.0,0.4680054845247202,sub-04
l,EBA,photo,0.5,-0.1470231861767395,sub-04
l,EBA,phy,4.0,1.2260107077063505,sub-04
l,EVC,belief,0.5,0.957014432279692,sub-04
l,EVC,body,4.0,2.549114364813938,sub-04
l,EVC,com_ind,4.0,2.537863637635545,sub-04
l,EVC,com_phy,4.0,2.4931534714734074,sub-04
l,EVC,face_first,4.0,2.3089313893157506,sub-04
l,EVC,face_noncom,4.0,2.311530420984915,sub-04
l,EVC,face_third,4.0,2.0880593785235018,sub-04
l,EVC,ind,4.0,2.491390389994044,sub-04
l,EVC,interact,1.5,1.2759127524400329,sub-04
l,EVC,noninteract,1.5,1.38622680034491,sub-04
l,EVC,object,4.0,2.042006782407224,sub-04
l,EVC,photo,0.5,1.0113783898953466,sub-04
l,EVC,phy,4.0,2.6068107627423496,sub-04
l,FFA,belief,0.5,0.4357671297860614,sub-04
l,FFA,body,4.0,1.0182688392673516,sub-04
l,FFA,com_ind,4.0,1.5196348707497112,sub-04
l,FFA,com_phy,4.0,1.4243092804022697,sub-04
l,FFA,face_first,4.0,1.5861842386912883,sub-04
l,FFA,face_noncom,4.0,1.4230166062300251,sub-04
l,FFA,face_third,4.0,1.475721909913169,sub-04
l,FFA,ind,4.0,1.317604469329847,sub-04
l,FFA,interact,1.5,0.5378869879354015,sub-04
l,FFA,noninteract,1.5,0.3336803131794859,sub-04
l,FFA,object,4.0,0.5915004523163956,sub-04
l,FFA,photo,0.5,0.5092530461777107,sub-04
l,FFA,phy,4.0,1.3582536656734463,sub-04
l,MT,belief,0.5,0.7358008965444912,sub-04
l,MT,body,4.0,2.40877602116932,sub-04
l,MT,com_ind,4.0,1.877732693289076,sub-04
l,MT,com_phy,4.0,1.9378339992784257,sub-04
l,MT,face_first,4.0,1.3161993705346209,sub-04
l,MT,face_noncom,4.0,1.820101432035636,sub-04
l,MT,face_third,4.0,1.276948498417851,sub-04
l,MT,ind,4.0,1.5651721785505217,sub-04
l,MT,interact,1.5,1.3794489402888963,sub-04
l,MT,noninteract,1.5,1.262498381491176,sub-04
l,MT,object,4.0,1.8541391291728155,sub-04
l,MT,photo,0.5,0.8638996301665148,sub-04
l,MT,phy,4.0,2.1287604267080464,sub-04
l,SI-STS,belief,0.5,0.4602133115785809,sub-04
l,SI-STS,body,1.5,1.187835589682517,sub-04
l,SI-STS,com_ind,1.5,1.563132668851708,sub-04
l,SI-STS,com_phy,1.5,1.1965801795048665,sub-04
l,SI-STS,face_first,1.5,0.9588492712795468,sub-04
l,SI-STS,face_noncom,1.5,0.7923841403571625,sub-04
l,SI-STS,face_third,1.5,0.7084015044283045,sub-04
l,SI-STS,ind,1.5,0.6789748912945988,sub-04
l,SI-STS,interact,1.5,1.0244995449954029,sub-04
l,SI-STS,noninteract,1.5,0.7312462632504045,sub-04
l,SI-STS,object,1.5,0.6101252524359138,sub-04
l,SI-STS,photo,0.5,0.2660951819629821,sub-04
l,SI-STS,phy,1.5,1.3845232238195626,sub-04
l,TPJ,belief,0.5,0.3354432147636443,sub-04
l,TPJ,body,0.5,-0.1810288295205178,sub-04
l,TPJ,com_ind,0.5,0.1288566771856161,sub-04
l,TPJ,com_phy,0.5,0.0948579369095029,sub-04
l,TPJ,face_first,0.5,-0.1577867258634316,sub-04
l,TPJ,face_noncom,0.5,-0.2065395558760003,sub-04
l,TPJ,face_third,0.5,-0.3027364094643583,sub-04
l,TPJ,ind,0.5,0.1862580662241785,sub-04
l,TPJ,interact,0.5,-0.0077747623909494,sub-04
l,TPJ,noninteract,0.5,-0.1761174553390678,sub-04
l,TPJ,object,0.5,-0.4660814000250555,sub-04
l,TPJ,photo,0.5,0.0194908163544574,sub-04
l,TPJ,phy,0.5,0.0003764977598058,sub-04
l,fSTS,belief,0.5,0.5610682323952074,sub-04
l,fSTS,body,4.0,0.7948754808462156,sub-04
l,fSTS,com_ind,4.0,0.9558045992351272,sub-04
l,fSTS,com_phy,4.0,0.9368489925834416,sub-04
l,fSTS,face_first,4.0,0.9400844998082432,sub-04
l,fSTS,face_noncom,4.0,0.682289909023408,sub-04
l,fSTS,face_third,4.0,0.9932867993690584,sub-04
l,fSTS,ind,4.0,0.4714301748582957,sub-04
l,fSTS,interact,1.5,0.9194165631984698,sub-04
l,fSTS,noninteract,1.5,0.5301518435297418,sub-04
l,fSTS,object,4.0,0.3946414705730251,sub-04
l,fSTS,photo,0.5,0.3587344443703214,sub-04
l,fSTS,phy,4.0,0.7319896754100808,sub-04
r,EBA,belief,0.5,-0.3755693237394442,sub-04
r,EBA,body,4.0,1.758592986422542,sub-04
r,EBA,com_ind,4.0,1.2935633817177126,sub-04
r,EBA,com_phy,4.0,1.3182210025384136,sub-04
r,EBA,face_first,4.0,0.3366906581922551,sub-04
r,EBA,face_noncom,4.0,0.9998615396426768,sub-04
r,EBA,face_third,4.0,0.4341148101087729,sub-04
r,EBA,ind,4.0,0.8374440089130238,sub-04
r,EBA,interact,1.5,1.4607452420848213,sub-04
r,EBA,noninteract,1.5,1.2008566846623578,sub-04
r,EBA,object,4.0,0.6723924674357934,sub-04
r,EBA,photo,0.5,-0.4658964565385799,sub-04
r,EBA,phy,4.0,1.52265797167923,sub-04
r,EVC,belief,0.5,0.6383631840677443,sub-04
r,EVC,body,4.0,2.1115723632494454,sub-04
r,EVC,com_ind,4.0,2.160008540036837,sub-04
r,EVC,com_phy,4.0,2.131542259449422,sub-04
r,EVC,face_first,4.0,1.8695696898217031,sub-04
r,EVC,face_noncom,4.0,2.1231711933220976,sub-04
r,EVC,face_third,4.0,1.8067725679619453,sub-04
r,EVC,ind,4.0,2.2033425853731434,sub-04
r,EVC,interact,1.5,0.7785482032414912,sub-04
r,EVC,noninteract,1.5,0.9778783578615154,sub-04
r,EVC,object,4.0,2.15909937317191,sub-04
r,EVC,photo,0.5,0.6434903278833581,sub-04
r,EVC,phy,4.0,2.2057860656167403,sub-04
r,FFA,belief,0.5,-0.0645196691117849,sub-04
r,FFA,body,4.0,1.4220131069665152,sub-04
r,FFA,com_ind,4.0,2.2034850833002024,sub-04
r,FFA,com_phy,4.0,2.016019066962768,sub-04
r,FFA,face_first,4.0,1.6511990171377198,sub-04
r,FFA,face_noncom,4.0,1.9139734518932607,sub-04
r,FFA,face_third,4.0,1.7407286001507505,sub-04
r,FFA,ind,4.0,1.921724897240274,sub-04
r,FFA,interact,1.5,1.0539981055393637,sub-04
r,FFA,noninteract,1.5,0.7455230971923329,sub-04
r,FFA,object,4.0,0.6760367108597592,sub-04
r,FFA,photo,0.5,0.0195502097701435,sub-04
r,FFA,phy,4.0,2.0563068934491526,sub-04
r,MT,belief,0.5,0.1671322956905831,sub-04
r,MT,body,4.0,2.73297504279832,sub-04
r,MT,com_ind,4.0,1.998891172814443,sub-04
r,MT,com_phy,4.0,2.1825655281641296,sub-04
r,MT,face_first,4.0,1.1704291913847515,sub-04
r,MT,face_noncom,4.0,2.0114340320401456,sub-04
r,MT,face_third,4.0,1.3382366303514674,sub-04
r,MT,ind,4.0,1.62946465031045,sub-04
r,MT,interact,1.5,1.741228560438067,sub-04
r,MT,noninteract,1.5,1.6511200268666324,sub-04
r,MT,object,4.0,2.243208859687315,sub-04
r,MT,photo,0.5,0.2904809037353158,sub-04
r,MT,phy,4.0,2.422523544627074,sub-04
r,SI-STS,belief,0.5,0.0087033757461523,sub-04
r,SI-STS,body,1.5,0.7567451839345625,sub-04
r,SI-STS,com_ind,1.5,1.3270024217190834,sub-04
r,SI-STS,com_phy,1.5,0.7726730804439049,sub-04
r,SI-STS,face_first,1.5,1.13532722759892,sub-04
r,SI-STS,face_noncom,1.5,0.6614126018486928,sub-04
r,SI-STS,face_third,1.5,0.711264233515802,sub-04
r,SI-STS,ind,1.5,0.5662307546443497,sub-04
r,SI-STS,interact,1.5,0.8501548002004135,sub-04
r,SI-STS,noninteract,1.5,0.5439687264897004,sub-04
r,SI-STS,object,1.5,0.4139662888895758,sub-04
r,SI-STS,photo,0.5,-0.2594467264307293,sub-04
r,SI-STS,phy,1.5,0.9454931081574428,sub-04
r,TPJ,belief,0.5,0.1181467748021689,sub-04
r,TPJ,body,0.5,0.2363279714266575,sub-04
r,TPJ,com_ind,0.5,0.1507679778580544,sub-04
r,TPJ,com_phy,0.5,0.1739960592678478,sub-04
r,TPJ,face_first,0.5,-0.1436870010832917,sub-04
r,TPJ,face_noncom,0.5,0.0025646280388882,sub-04
r,TPJ,face_third,0.5,-0.2051032261830622,sub-04
r,TPJ,ind,0.5,0.0575427119523653,sub-04
r,TPJ,interact,0.5,0.1300486594715901,sub-04
r,TPJ,noninteract,0.5,-0.086093569047985,sub-04
r,TPJ,object,0.5,-0.1263622743196527,sub-04
r,TPJ,photo,0.5,-0.3113655286035791,sub-04
r,TPJ,phy,0.5,0.198400920996884,sub-04
r,fSTS,belief,0.5,0.0110976811308569,sub-04
r,fSTS,body,4.0,0.4982110255114649,sub-04
r,fSTS,com_ind,4.0,0.836666019683103,sub-04
r,fSTS,com_phy,4.0,0.6029402975006966,sub-04
r,fSTS,face_first,4.0,0.7236062502788124,sub-04
r,fSTS,face_noncom,4.0,0.5759444044488328,sub-04
r,fSTS,face_third,4.0,0.7686636393190662,sub-04
r,fSTS,ind,4.0,0.4709393981266004,sub-04
r,fSTS,interact,1.5,0.6093127940516815,sub-04
r,fSTS,noninteract,1.5,0.2674236400740497,sub-04
r,fSTS,object,4.0,0.115439957710549,sub-04
r,fSTS,photo,0.5,-0.2236014131228156,sub-04
r,fSTS,phy,4.0,0.5397364807249592,sub-04
l,EBA,belief,0.5,0.1739802658565025,sub-05
l,EBA,body,4.0,1.0070762862423388,sub-05
l,EBA,com_ind,4.0,0.6159146707226193,sub-05
l,EBA,com_phy,4.0,0.8523656234746689,sub-05
l,EBA,face_first,4.0,-0.0454350848703606,sub-05
l,EBA,face_noncom,4.0,0.4167082623891042,sub-05
l,EBA,face_third,4.0,0.2095220047682832,sub-05
l,EBA,ind,4.0,0.5458974623943865,sub-05
l,EBA,interact,1.5,0.7089832489131678,sub-05
l,EBA,noninteract,1.5,0.4987768647371693,sub-05
l,EBA,object,4.0,0.236615915713524,sub-05
l,EBA,photo,0.5,0.1094870170963148,sub-05
l,EBA,phy,4.0,1.06925743020403,sub-05
l,EVC,belief,0.5,1.3397797106267837,sub-05
l,EVC,body,4.0,2.2579907351134305,sub-05
l,EVC,com_ind,4.0,3.236336406832791,sub-05
l,EVC,com_phy,4.0,3.4428902895093163,sub-05
l,EVC,face_first,4.0,2.481908331414896,sub-05
l,EVC,face_noncom,4.0,2.622712091382791,sub-05
l,EVC,face_third,4.0,2.8442288802746685,sub-05
l,EVC,ind,4.0,2.7936540755764687,sub-05
l,EVC,interact,1.5,1.7554397619518054,sub-05
l,EVC,noninteract,1.5,2.2755961209096074,sub-05
l,EVC,object,4.0,2.8485383090705203,sub-05
l,EVC,photo,0.5,1.1495429542718556,sub-05
l,EVC,phy,4.0,3.0143083877552885,sub-05
l,FFA,belief,0.5,0.5469253262260345,sub-05
l,FFA,body,4.0,0.6345998161834421,sub-05
l,FFA,com_ind,4.0,0.8802314601024137,sub-05
l,FFA,com_phy,4.0,1.0885125347421707,sub-05
l,FFA,face_first,4.0,0.7459017132792672,sub-05
l,FFA,face_noncom,4.0,0.7598552613131173,sub-05
l,FFA,face_third,4.0,0.9491706792930912,sub-05
l,FFA,ind,4.0,0.7450577556163507,sub-05
l,FFA,interact,1.5,0.5464249766114946,sub-05
l,FFA,noninteract,1.5,0.4650633377939613,sub-05
l,FFA,object,4.0,0.5279429549428998,sub-05
l,FFA,photo,0.5,0.5126274818494738,sub-05
l,FFA,phy,4.0,0.895517573970701,sub-05
l,MT,belief,0.5,1.3169196689579112,sub-05
l,MT,body,4.0,2.476437368165288,sub-05
l,MT,com_ind,4.0,2.2311948947132523,sub-05
l,MT,com_phy,4.0,2.8739748167579102,sub-05
l,MT,face_first,4.0,1.2657963138815704,sub-05
l,MT,face_noncom,4.0,1.7490530993849576,sub-05
l,MT,face_third,4.0,1.6922856801582509,sub-05
l,MT,ind,4.0,1.697036778854658,sub-05
l,MT,interact,1.5,2.045406973087714,sub-05
l,MT,noninteract,1.5,2.0899307519363144,sub-05
l,MT,object,4.0,2.250305474741523,sub-05
l,MT,photo,0.5,1.2882406182595267,sub-05
l,MT,phy,4.0,2.53730792116391,sub-05
l,SI-STS,belief,0.5,0.7087508230190052,sub-05
l,SI-STS,body,1.5,0.3985936200429782,sub-05
l,SI-STS,com_ind,1.5,0.718722199119474,sub-05
l,SI-STS,com_phy,1.5,0.7508650318146708,sub-05
l,SI-STS,face_first,1.5,0.2794404295513543,sub-05
l,SI-STS,face_noncom,1.5,0.178143689438628,sub-05
l,SI-STS,face_third,1.5,0.564265760188066,sub-05
l,SI-STS,ind,1.5,0.2910198721331399,sub-05
l,SI-STS,interact,1.5,0.7808642610189112,sub-05
l,SI-STS,noninteract,1.5,0.3383486893769519,sub-05
l,SI-STS,object,1.5,-0.0433171280706165,sub-05
l,SI-STS,photo,0.5,0.4064646510478391,sub-05
l,SI-STS,phy,1.5,0.4324924893826328,sub-05
l,TPJ,belief,0.5,0.6173809294431056,sub-05
l,TPJ,body,0.5,0.2712164385306571,sub-05
l,TPJ,com_ind,0.5,0.3291761475920746,sub-05
l,TPJ,com_phy,0.5,0.0602953717701772,sub-05
l,TPJ,face_first,0.5,-0.1788564064513523,sub-05
l,TPJ,face_noncom,0.5,0.1201830182915877,sub-05
l,TPJ,face_third,0.5,-0.0248493509006112,sub-05
l,TPJ,ind,0.5,0.0100387483384457,sub-05
l,TPJ,interact,0.5,0.2743699081241881,sub-05
l,TPJ,noninteract,0.5,0.1153970890931309,sub-05
l,TPJ,object,0.5,0.0118832426126792,sub-05
l,TPJ,photo,0.5,0.1955377648375394,sub-05
l,TPJ,phy,0.5,0.2249234914728307,sub-05
l,fSTS,belief,0.5,1.071728106455744,sub-05
l,fSTS,body,4.0,0.415223434680151,sub-05
l,fSTS,com_ind,4.0,1.1938887933988829,sub-05
l,fSTS,com_phy,4.0,1.602957877819336,sub-05
l,fSTS,face_first,4.0,0.8922484061809944,sub-05
l,fSTS,face_noncom,4.0,0.512689551303584,sub-05
l,fSTS,face_third,4.0,1.2226655751086928,sub-05
l,fSTS,ind,4.0,0.6159600360516738,sub-05
l,fSTS,interact,1.5,1.225913764483256,sub-05
l,fSTS,noninteract,1.5,0.5470925111365056,sub-05
l,fSTS,object,4.0,-0.0626945871349055,sub-05
l,fSTS,photo,0.5,0.6712995282015564,sub-05
l,fSTS,phy,4.0,0.7302006827114106,sub-05
r,EBA,belief,0.5,0.0239053184406205,sub-05
r,EBA,body,4.0,1.0383731923852275,sub-05
r,EBA,com_ind,4.0,0.6744987767585982,sub-05
r,EBA,com_phy,4.0,0.917667380816573,sub-05
r,EBA,face_first,4.0,0.2050508241729338,sub-05
r,EBA,face_noncom,4.0,0.577971107458728,sub-05
r,EBA,face_third,4.0,0.3990780226072495,sub-05
r,EBA,ind,4.0,0.5339776090369289,sub-05
r,EBA,interact,1.5,0.7774465100246382,sub-05
r,EBA,noninteract,1.5,0.6271200412903505,sub-05
r,EBA,object,4.0,0.4328183887555754,sub-05
r,EBA,photo,0.5,-0.0702602546186135,sub-05
r,EBA,phy,4.0,0.9231481142748414,sub-05
r,EVC,belief,0.5,1.1848498457761116,sub-05
r,EVC,body,4.0,1.4360855619000632,sub-05
r,EVC,com_ind,4.0,2.51273898347136,sub-05
r,EVC,com_phy,4.0,2.4243163175347067,sub-05
r,EVC,face_first,4.0,1.8004504829524206,sub-05
r,EVC,face_noncom,4.0,1.7808922498004611,sub-05
r,EVC,face_third,4.0,1.9115495927318364,sub-05
r,EVC,ind,4.0,2.3309589574558305,sub-05
r,EVC,interact,1.5,1.2448389690228838,sub-05
r,EVC,noninteract,1.5,1.3941004971522344,sub-05
r,EVC,object,4.0,2.0029966708005507,sub-05
r,EVC,photo,0.5,1.0871093509404766,sub-05
r,EVC,phy,4.0,2.165400118942194,sub-05
r,FFA,belief,0.5,0.3891307300801453,sub-05
r,FFA,body,4.0,0.7961955298910247,sub-05
r,FFA,com_ind,4.0,1.2900740690619932,sub-05
r,FFA,com_phy,4.0,1.5204745314266128,sub-05
r,FFA,face_first,4.0,1.152462708872933,sub-05
r,FFA,face_noncom,4.0,1.06783359283008,sub-05
r,FFA,face_third,4.0,1.3266491697374396,sub-05
r,FFA,ind,4.0,1.0364834675421788,sub-05
r,FFA,interact,1.5,0.6430895711482243,sub-05
r,FFA,noninteract,1.5,0.6161257335566587,sub-05
r,FFA,object,4.0,0.5631765230648328,sub-05
r,FFA,photo,0.5,0.3596791370812268,sub-05
r,FFA,phy,4.0,1.204073165772866,sub-05
r,MT,belief,0.5,0.8879015397772412,sub-05
r,MT,body,4.0,2.389812627625772,sub-05
r,MT,com_ind,4.0,1.9976004494298136,sub-05
r,MT,com_phy,4.0,2.5405219216378816,sub-05
r,MT,face_first,4.0,1.285605516066265,sub-05
r,MT,face_noncom,4.0,1.6385791912944894,sub-05
r,MT,face_third,4.0,1.6575536479281925,sub-05
r,MT,ind,4.0,1.5346399663909038,sub-05
r,MT,interact,1.5,2.454160652568453,sub-05
r,MT,noninteract,1.5,2.4882670147077697,sub-05
r,MT,object,4.0,2.3169390762337554,sub-05
r,MT,photo,0.5,0.9213000778324952,sub-05
r,MT,phy,4.0,2.277771654558878,sub-05
r,SI-STS,belief,0.5,0.4297522235108344,sub-05
r,SI-STS,body,1.5,0.4705187965195199,sub-05
r,SI-STS,com_ind,1.5,0.7521766853257922,sub-05
r,SI-STS,com_phy,1.5,0.7574134539784386,sub-05
r,SI-STS,face_first,1.5,0.405261577727562,sub-05
r,SI-STS,face_noncom,1.5,0.2327482968612872,sub-05
r,SI-STS,face_third,1.5,0.589836829011072,sub-05
r,SI-STS,ind,1.5,0.4800874987843742,sub-05
r,SI-STS,interact,1.5,0.7288057815457383,sub-05
r,SI-STS,noninteract,1.5,0.2848387962040873,sub-05
r,SI-STS,object,1.5,0.1568088500474432,sub-05
r,SI-STS,photo,0.5,0.1176061381978841,sub-05
r,SI-STS,phy,1.5,0.5752928637550041,sub-05
r,TPJ,belief,0.5,0.4887153575039218,sub-05
r,TPJ,body,0.5,-0.050795605649248,sub-05
r,TPJ,com_ind,0.5,0.3571105251152867,sub-05
r,TPJ,com_phy,0.5,0.2658241587848992,sub-05
r,TPJ,face_first,0.5,-0.0337304291389657,sub-05
r,TPJ,face_noncom,0.5,0.0030083657695956,sub-05
r,TPJ,face_third,0.5,0.1471990233611351,sub-05
r,TPJ,ind,0.5,0.0702849989408248,sub-05
r,TPJ,interact,0.5,0.4288679649318322,sub-05
r,TPJ,noninteract,0.5,0.2452940567473776,sub-05
r,TPJ,object,0.5,-0.0560219423873472,sub-05
r,TPJ,photo,0.5,-0.0848546743908742,sub-05
r,TPJ,phy,0.5,0.0587105574198425,sub-05
r,fSTS,belief,0.5,0.156298572877671,sub-05
r,fSTS,body,4.0,0.4456709838328481,sub-05
r,fSTS,com_ind,4.0,1.1590928784627268,sub-05
r,fSTS,com_phy,4.0,1.3759564865272935,sub-05
r,fSTS,face_first,4.0,1.023955428633577,sub-05
r,fSTS,face_noncom,4.0,0.6497396520149317,sub-05
r,fSTS,face_third,4.0,1.2507556389573025,sub-05
r,fSTS,ind,4.0,0.7327814924036274,sub-05
r,fSTS,interact,1.5,0.8405702525883554,sub-05
r,fSTS,noninteract,1.5,0.4988747392763826,sub-05
r,fSTS,object,4.0,0.1166071166017169,sub-05
r,fSTS,photo,0.5,0.1140665483483994,sub-05
r,fSTS,phy,4.0,0.8070932553524751,sub-05
l,EBA,belief,0.5,0.3065782882802567,sub-07
l,EBA,body,4.0,1.2193363979292695,sub-07
l,EBA,com_ind,4.0,1.1866662077433854,sub-07
l,EBA,com_phy,4.0,1.2852234324435412,sub-07
l,EBA,face_first,4.0,0.6060419670932066,sub-07
l,EBA,face_noncom,4.0,0.828410769596202,sub-07
l,EBA,face_third,4.0,0.6915612553422052,sub-07
l,EBA,ind,4.0,1.1576712795178845,sub-07
l,EBA,interact,1.5,0.8046431815836776,sub-07
l,EBA,noninteract,1.5,0.6826524308909363,sub-07
l,EBA,object,4.0,0.5899992298683906,sub-07
l,EBA,photo,0.5,0.1674934902846805,sub-07
l,EBA,phy,4.0,1.5264247866617988,sub-07
l,EVC,belief,0.5,1.967461590786657,sub-07
l,EVC,body,4.0,3.8861719055495656,sub-07
l,EVC,com_ind,4.0,4.493733075535084,sub-07
l,EVC,com_phy,4.0,4.247235163854722,sub-07
l,EVC,face_first,4.0,4.0209438740709205,sub-07
l,EVC,face_noncom,4.0,3.9321872676210967,sub-07
l,EVC,face_third,4.0,4.095655373444459,sub-07
l,EVC,ind,4.0,4.254216531521365,sub-07
l,EVC,interact,1.5,1.3072560838242528,sub-07
l,EVC,noninteract,1.5,1.6428436618521407,sub-07
l,EVC,object,4.0,4.246904103895464,sub-07
l,EVC,photo,0.5,2.1169703813720444,sub-07
l,EVC,phy,4.0,4.254638176777927,sub-07
l,FFA,belief,0.5,0.7790377695567812,sub-07
l,FFA,body,4.0,0.7608532190777781,sub-07
l,FFA,com_ind,4.0,1.1350723453975742,sub-07
l,FFA,com_phy,4.0,0.9943041346660684,sub-07
l,FFA,face_first,4.0,1.4290976753001623,sub-07
l,FFA,face_noncom,4.0,1.3615371212543907,sub-07
l,FFA,face_third,4.0,1.5104768736493976,sub-07
l,FFA,ind,4.0,1.1230886756411902,sub-07
l,FFA,interact,1.5,0.5230518443142081,sub-07
l,FFA,noninteract,1.5,0.432751850943248,sub-07
l,FFA,object,4.0,0.5680428363395847,sub-07
l,FFA,photo,0.5,0.8577654536605499,sub-07
l,FFA,phy,4.0,0.9918929903765898,sub-07
l,MT,belief,0.5,0.2247753347523219,sub-07
l,MT,body,4.0,5.152284556792118,sub-07
l,MT,com_ind,4.0,3.301658399506247,sub-07
l,MT,com_phy,4.0,4.261746974099587,sub-07
l,MT,face_first,4.0,2.5390456879311256,sub-07
l,MT,face_noncom,4.0,3.881776145530404,sub-07
l,MT,face_third,4.0,2.94080210811797,sub-07
l,MT,ind,4.0,3.01717954220568,sub-07
l,MT,interact,1.5,2.1691140872097074,sub-07
l,MT,noninteract,1.5,2.6095127596517447,sub-07
l,MT,object,4.0,4.45046871607184,sub-07
l,MT,photo,0.5,0.3133288555070684,sub-07
l,MT,phy,4.0,4.778684139972213,sub-07
l,SI-STS,belief,0.5,0.8105053084659812,sub-07
l,SI-STS,body,1.5,0.12893208914583,sub-07
l,SI-STS,com_ind,1.5,0.1710777920815413,sub-07
l,SI-STS,com_phy,1.5,0.0880019729040234,sub-07
l,SI-STS,face_first,1.5,0.2334618258521595,sub-07
l,SI-STS,face_noncom,1.5,0.2392909092076179,sub-07
l,SI-STS,face_third,1.5,0.2777361312887013,sub-07
l,SI-STS,ind,1.5,0.3419125937183686,sub-07
l,SI-STS,interact,1.5,0.2111737262870776,sub-07
l,SI-STS,noninteract,1.5,0.0794937689503121,sub-07
l,SI-STS,object,1.5,0.0992557943901011,sub-07
l,SI-STS,photo,0.5,0.7221190407821003,sub-07
l,SI-STS,phy,1.5,0.2450897336639622,sub-07
l,TPJ,belief,0.5,0.6935865968706181,sub-07
l,TPJ,body,0.5,0.0038628167707123,sub-07
l,TPJ,com_ind,0.5,0.3009165959147507,sub-07
l,TPJ,com_phy,0.5,0.1697639550771707,sub-07
l,TPJ,face_first,0.5,0.2685171248545067,sub-07
l,TPJ,face_noncom,0.5,-0.1811235160748275,sub-07
l,TPJ,face_third,0.5,0.2098654881686861,sub-07
l,TPJ,ind,0.5,0.3526939825174857,sub-07
l,TPJ,interact,0.5,0.2511828991275253,sub-07
l,TPJ,noninteract,0.5,0.0080025941940706,sub-07
l,TPJ,object,0.5,-0.3108744630836785,sub-07
l,TPJ,photo,0.5,0.4415820767677352,sub-07
l,TPJ,phy,0.5,0.2275568182753888,sub-07
l,fSTS,belief,0.5,1.7184948594867977,sub-07
l,fSTS,body,4.0,0.4086990189303986,sub-07
l,fSTS,com_ind,4.0,0.4794132466634369,sub-07
l,fSTS,com_phy,4.0,0.6743269807284854,sub-07
l,fSTS,face_first,4.0,0.7612549440532013,sub-07
l,fSTS,face_noncom,4.0,0.4550102659049461,sub-07
l,fSTS,face_third,4.0,0.6637083096636298,sub-07
l,fSTS,ind,4.0,0.3428988365495418,sub-07
l,fSTS,interact,1.5,0.9143408436603206,sub-07
l,fSTS,noninteract,1.5,0.6688437718318735,sub-07
l,fSTS,object,4.0,0.0230814396225448,sub-07
l,fSTS,photo,0.5,1.5687380963062654,sub-07
l,fSTS,phy,4.0,0.4332432035306442,sub-07
r,EBA,belief,0.5,0.5377799222540615,sub-07
r,EBA,body,4.0,1.7916454353316251,sub-07
r,EBA,com_ind,4.0,1.826861842586352,sub-07
r,EBA,com_phy,4.0,2.0141069742296045,sub-07
r,EBA,face_first,4.0,1.4840029778789812,sub-07
r,EBA,face_noncom,4.0,1.716617242230453,sub-07
r,EBA,face_third,4.0,1.6854832697233817,sub-07
r,EBA,ind,4.0,1.7490556122025689,sub-07
r,EBA,interact,1.5,1.2477555403848084,sub-07
r,EBA,noninteract,1.5,1.227744733252183,sub-07
r,EBA,object,4.0,0.9484228178558572,sub-07
r,EBA,photo,0.5,0.3858463188284093,sub-07
r,EBA,phy,4.0,1.9371347755816983,sub-07
r,EVC,belief,0.5,1.8058619949751,sub-07
r,EVC,body,4.0,3.071720168997224,sub-07
r,EVC,com_ind,4.0,4.3611178030120055,sub-07
r,EVC,com_phy,4.0,4.078999205083105,sub-07
r,EVC,face_first,4.0,3.8007892720235055,sub-07
r,EVC,face_noncom,4.0,3.4145388283216507,sub-07
r,EVC,face_third,4.0,3.74137431410122,sub-07
r,EVC,ind,4.0,4.209743709697169,sub-07
r,EVC,interact,1.5,1.1231630189901425,sub-07
r,EVC,noninteract,1.5,1.4515036007733009,sub-07
r,EVC,object,4.0,3.701980135271387,sub-07
r,EVC,photo,0.5,2.012179693555589,sub-07
r,EVC,phy,4.0,4.071761195068535,sub-07
r,FFA,belief,0.5,0.3180114218374253,sub-07
r,FFA,body,4.0,1.3272181905093574,sub-07
r,FFA,com_ind,4.0,1.9546702588889613,sub-07
r,FFA,com_phy,4.0,1.857257472844401,sub-07
r,FFA,face_first,4.0,2.169256711673169,sub-07
r,FFA,face_noncom,4.0,2.173029074731584,sub-07
r,FFA,face_third,4.0,2.3100941722916994,sub-07
r,FFA,ind,4.0,2.062605459931462,sub-07
r,FFA,interact,1.5,0.8478922890241947,sub-07
r,FFA,noninteract,1.5,0.7171478964654977,sub-07
r,FFA,object,4.0,0.6521155557438735,sub-07
r,FFA,photo,0.5,0.3910244304005592,sub-07
r,FFA,phy,4.0,1.7720631677057876,sub-07
r,MT,belief,0.5,0.7006238325903248,sub-07
r,MT,body,4.0,3.9206472583758623,sub-07
r,MT,com_ind,4.0,3.052795388832749,sub-07
r,MT,com_phy,4.0,3.755639410848848,sub-07
